Products Product Name,Products Reporting Group Name,Sales Data Sale Closed Week,Sales Data Total Ex Tax,Sales Data Total Cost,Sales Data Product Quantity
Fresh is Best Lager - Schooner,Tap Beer,2025-08-18,535.93,,69
Sprite Can,Marilyna's Soft Drinks,2025-08-18,27.65,,8
Whisky Sour,Cocktails - Classic,2025-08-18,34.54,,2
Philter XPA - Pint,Tap Beer,2025-08-18,329.3,,33
Two Tonne Riesling - Large,White Wine,2025-08-18,23.11,,1
Garlic Bread,Marilyna's Pizza,2025-08-18,366.08,,81
Gluten-free Bubba Gump,Marilyna's Pizza,2025-08-18,23.12,,1
Regular Hawaiian,Marilyna's Pizza,2025-08-18,195.97,,13
Gluten-free Mexicana,Marilyna's Pizza,2025-08-18,20,,1
Family Super Veg,Marilyna's Pizza,2025-08-18,27.27,,1
Large Vegetarian,Marilyna's Pizza,2025-08-18,118.85,,6
Family House Special,Marilyna's Pizza,2025-08-18,81.81,,3
Fettuccine Boscaiola,Marilyna's Pizza,2025-08-18,106.72,,9
No Pico de Gallo,Modifiers,2025-08-18,0,,4
-DON'T MAKE-,Modifiers,2025-08-18,0,,2
BBQ Dipping Sauce,Add-ons - Kitchen,2025-08-18,4.12,,20
No Sun-dried Tomatoes,None,2025-08-18,0,,1
Add Basil,Add-ons - Pizza,2025-08-18,1.89,,2
Add Olives,Add-ons - Pizza,2025-08-18,15.33,,17
Add Prawns,Add-ons - Pizza,2025-08-18,19.53,,7
Gluten-free Garlic Cheese Pizza,Marilyna's Pizza,2025-08-18,16.36,,1
Swap Gravy for Aioli,None,2025-08-18,0,,7
Add Cheese,Add-ons - Kitchen,2025-08-18,1.09,,1
Send Kids Food With Mains,None,2025-08-18,0,,5
Add Parmesan,Add-ons - Kitchen,2025-08-18,0,,3
Large New Yorker,Marilyna's Pizza,2025-08-18,49.52,,2
Family Sanchez VEGAN,Marilyna's Pizza,2025-08-18,29.09,,1
Regular Hail Africa [Dine-in],Dine-in Pizza,2025-08-18,386.04,,18
"Regular No Chorizo, No Cry [Dine-in]",Dine-in Pizza,2025-08-18,322.25,,15
Eggplant Parmy D,Delivery Kitchen,2025-08-18,23.12,,1
Large   Sanchez,Marilyna's Pizza,2025-08-18,13.64,,1
Family   Vegetarian,Marilyna's Pizza,2025-08-18,36.36,,2
Sweet Potato Fries D,Delivery Kitchen,2025-08-18,36.78,,3
Add Jalapenos,Add-ons - Pizza,2025-08-18,7.48,,8
White Lies Negroni,Cocktails - Signature,2025-08-18,82.68,,4
Peroni 0%,Non-alcoholic,2025-08-18,107.33,,11
Year Wines Fiano - Regular,White Wine,2025-08-18,16.64,,1
Status Quo - Pint,Tap Beer,2025-08-18,480.88,,32
Geppetto Pinot Noir - Bottle,Red Wine,2025-08-18,166.44,,3
Mother's Milk Shiraz - Large,Red Wine,2025-08-18,45.85,,2
Stone & Wood - Schooner,Tap Beer,2025-08-18,1218.37,,114.4
Grifter Pale Ale 4-pack D,Delivery Alcohol,2025-08-18,19.09,,2
Kuku Sauvignon Blanc - Bottle,White Wine,2025-08-18,195.51,,4
Yamazaki 12yr,Whisky,2025-08-18,44.38,,1
Bad Bitch Martini,Cocktails - Signature,2025-08-18,263.42,,15
Rosemary Salted Fries,Small Plates,2025-08-11,465.19,,42
Sweet Potato Fries,Small Plates,2025-08-11,360.68,,30
Tofu San Dumplings,Small Plates,2025-08-11,166.43,,11
Queso Dip,Add-ons - Kitchen,2025-08-11,4.65,,5
United States of Dumplings,Small Plates,2025-08-11,395.73,,27
No Beans,Modifiers,2025-08-11,0,,5
Swap Vegan Cheese for Dairy Cheese,Modifiers,2025-08-11,0,,2
No Guac,Modifiers,2025-08-11,0,,2
American Standard Burger,Big Plates,2025-08-11,1112.57,,51
Vegilante Vegan Burger,Big Plates,2025-08-11,115.75,,6
Vodka Martini,Cocktails - Classic,2025-08-11,69.66,,4
Rocket Man,Salads,2025-08-11,134.5,,8
Bacardi Blanca [House],Rum,2025-08-11,8.18,,1
Lime Wedge,Modifiers,2025-08-11,0,,1
Lemonade Glass,Non-alcoholic,2025-08-11,49.92,,13
Better Beer Tin,Bottles / Cans Alcoholic,2025-08-11,9.25,,1
Big Sur IPA 4-pack D,Delivery Alcohol,2025-08-11,22.73,,1
Two Bays Pale Ale Can,Bottles / Cans Alcoholic,2025-08-11,87.8,,7
Coke Zero 1.25L,Marilyna's Soft Drinks,2025-08-11,21.8,,4
Young Henrys Cloudy Cider Can,Bottles / Cans Alcoholic,2025-08-11,44.93,,4
Coke Can,Marilyna's Soft Drinks,2025-08-11,35.73,,10
Monteith's Apple Cider Bottle,Bottles / Cans Alcoholic,2025-08-11,69.88,,7
Ottelia Cab Sav - Regular,Red Wine,2025-08-11,103.82,,7
Amaro Montenegro,Amaro / Aperitif / Fortified Wine,2025-08-11,46.02,,4
Padrillos Malbec - Regular,Red Wine,2025-08-11,84.31,,5
Ginger Ale,Non-alcoholic,2025-08-11,7.7,,2
Trentham Estate Rosé - Large,Rose Wine,2025-08-11,17.27,,1
On The Rocks,Modifiers,2025-08-11,0,,45
Cheesy Garlic Bread,Marilyna's Pizza,2025-08-11,111.81,,20
Big Sur IPA - Schooner,Tap Beer,2025-08-11,87.83,,7
Regular Garlic Cheese Pizza,Marilyna's Pizza,2025-08-11,66.4,,8
Big Sur IPA - Pint,Tap Beer,2025-08-11,149.52,,8
4 Glasses,Modifiers,2025-08-11,0,,1
A. Rodda Tempranillo - Regular,Red Wine,2025-08-11,33,,2
Regular BBQ Chicken Pizza,Marilyna's Pizza,2025-08-11,81.8,,5
Ottelia Cab Sav - Large,Red Wine,2025-08-11,1.94,,1
Large Bubba Gump,Marilyna's Pizza,2025-08-11,108.53,,5
Padrillos Malbec - Large,Red Wine,2025-08-11,24.97,,1
Family Hawaiian,Marilyna's Pizza,2025-08-11,95.9,,4
Sigurd GSM Red Blend - Regular,Red Wine,2025-08-11,195.82,,11
Large Sanchez,Marilyna's Pizza,2025-08-11,134.56,,6
A. Rodda Chardonnay - Regular,White Wine,2025-08-11,23.64,,1
Large Vegetarian,Marilyna's Pizza,2025-08-11,126.64,,6
Family Garlic Cheese Pizza,Marilyna's Pizza,2025-08-11,13.87,,1
Beef Lasagne,Marilyna's Pizza,2025-08-11,56.8,,5
Regular Roma Special,Marilyna's Pizza,2025-08-11,16.36,,1
Brownie D,Delivery Kitchen,2025-08-11,111.38,,13
Gluten-free Sanchez,Marilyna's Pizza,2025-08-11,18.18,,1
Tomato Dipping Sauce,Add-ons - Kitchen,2025-08-11,3.32,,48
Regular Super House Special,Marilyna's Pizza,2025-08-11,136.65,,8
No Chips,None,2025-08-11,0,,2
Dirty,Modifiers,2025-08-11,0,,16
No Potato,None,2025-08-11,0,,1
Kids Spag Bol,Kids Meals,2025-08-11,35.86,,3
Add Artichoke Heart,Add-ons - Pizza,2025-08-11,0.91,,1
No Chilli,None,2025-08-11,0,,4
Add Corn,Add-ons - Pizza,2025-08-11,0.93,,1
No Sliced Tomato,None,2025-08-11,0,,1
Large Uber Margherita,Marilyna's Pizza,2025-08-11,62.74,,3
Add Fetta,Add-ons - Pizza,2025-08-11,5.8,,3
Regular 4 Cheese Pizza [Dine-in],Dine-in Pizza,2025-08-11,17.56,,1
Add Oregano,Add-ons - Pizza,2025-08-11,3.03,,3
Extra Veg,Add-ons - Kitchen,2025-08-11,6.1,,2
Add Sliced Tomatoes,Add-ons - Pizza,2025-08-11,1.06,,1
Side Guac,Add-ons - Kitchen,2025-08-11,4.74,,5
Add Tandoori Chicken,Add-ons - Pizza,2025-08-11,3.98,,2
De La Grosse Beaujolais - Large,Red Wine,2025-08-11,29.13,,1
Add Ham,Add-ons - Pizza,2025-08-11,3.67,,4
Family  Prawn Hub,Marilyna's Pizza,2025-08-11,18.18,,1
Moscow Mule,Cocktails - Classic,2025-08-11,86.35,,5
1/2 Tandoori Chicken,Marilyna's Pizza,2025-08-11,6.09,,3
Make it Gluten-free [gf/vg bun w sweet pot. fries],None,2025-08-11,8.29,,3
1/2 Sanchez Vegan,Marilyna's Pizza,2025-08-11,1.82,,1
No Tomato,None,2025-08-11,0,,4
Truffle Fries D,Delivery Kitchen,2025-08-11,42.05,,3
Add Egg,Add-ons - Pizza,2025-08-11,0.91,,1
Beef Dumplings D,Delivery Kitchen,2025-08-11,15.2,,1
Fever-Tree Mediterannean  [mixer],Add-ons - Bar,2025-08-11,2.77,,3
Belvedere Vodka Martini,Cocktails - Classic,2025-08-11,22.23,,1
Large Hail Africa,Marilyna's Pizza,2025-08-11,20.91,,1
Peroni 0%,Non-alcoholic,2025-08-11,29.94,,3
Gluten-free New Yorker,Marilyna's Pizza,2025-08-11,19.42,,1
Status Quo - Schooner,Tap Beer,2025-08-11,453.72,,39.4
Gluten-free Truffalo Soldier [Dine-in],Dine-in Pizza,2025-08-11,68.19,,3
Mother's Milk Shiraz - Large,Red Wine,2025-08-11,70.89,,3
$2 BBQ Wing,Add-ons - Kitchen,2025-08-11,48.11,,35
Stone & Wood - Schooner,Tap Beer,2025-08-11,1086.37,,101.7
Unico Zelo Terra Cotta - Regular,Orange / Skins Wine,2025-08-11,70.1,,5
Stone & Wood - Pint,Tap Beer,2025-08-11,975,,71
Gluten-free [remove Yorkshire],None,2025-08-11,0,,2
Ottelia Chardonnay - Regular,White Wine,2025-08-11,194.29,,13
De La Grosse Beaujolais - Regular,Red Wine,2025-08-11,21.35,,1
Scout Pinot Gris - Regular,White Wine,2025-08-11,114.8,,7
Delivery Fee [Me&U],Marilyna's Pizza,2025-08-11,88.82,,24
Grifter Pale - Schooner,Tap Beer,2025-08-11,498.31,,57.7
Delivery Fee - Curl Curl / Manly / Dee Why,Marilyna's Pizza,2025-08-11,45,,9
San Pellegrino 500ml,Non-alcoholic,2025-08-11,51.63,,9
Delivery Fee - Freshwater / Queenscliff,Marilyna's Pizza,2025-08-11,48.76,,13
Chicken Burrito,Big Plates,2025-08-11,673.79,,32
1/2 Super House,Marilyna's Pizza,2025-08-11,3.77,,2
Brownie,Desserts,2025-08-11,66.22,,6
1/2 Sanchez,Marilyna's Pizza,2025-08-11,2.27,,1
No Glasses Needed,Modifiers,2025-08-11,0,,1
Eggplant Schnitty D,Delivery Kitchen,2025-08-11,19.41,,1
Tanqueray 10 Gin,Gin,2025-08-11,11.82,,1
Large   Meatlovers,Marilyna's Pizza,2025-08-11,27.28,,2
Grey Goose,Vodka,2025-08-11,22.19,,2
Deal  - BBQ Wings,Marilyna's Pizza,2025-08-11,36.36,,4
Stow's Irish Coffee,Mocktails,2025-08-11,44.21,,4
Tuk Tuk Salad D,Delivery Kitchen,2025-08-11,17.27,,1
Sunkissed Spritz,Mocktails,2025-08-11,47.09,,3
Pepsi Max [mixer],None,2025-08-11,0,,1
Hill People Oat Cream - Pint,Tap Beer,2025-08-11,75.98,,5
Staff Pizza $5,Staff Dinners,2025-08-11,37.75,,8
Trentham Estate Rosé - Bottle,Rose Wine,2025-08-11,72.03,,2
Big Papa Cuban,Cocktails - Signature,2025-08-11,60.34,,3
A. Rodda Chardonnay - Large,White Wine,2025-08-11,30.91,,1
Villa Fresco Sangiovese - Regular,Red Wine,2025-08-11,312.12,,30
BBQ Wings D,Delivery Kitchen,2025-08-11,231.53,,19
Bry Ol San Pell,Modifiers,2025-08-11,0.1,,2
Buffalo Wings D,Delivery Kitchen,2025-08-11,240.3,,18
Long Island Iced Tea,Cocktails - Classic,2025-08-11,80,,4
Rocket Man D,Delivery Kitchen,2025-08-11,121.24,,10
Chicken Shindig Burger,Big Plates,2025-08-11,546.22,,26
Regular Bubba Gump,Marilyna's Pizza,2025-08-11,118.16,,7
Side Sour Cream,Add-ons - Kitchen,2025-08-11,0.93,,1
Large Mexicana,Marilyna's Pizza,2025-08-11,120.64,,6
Lychee Martini,Cocktails - Classic,2025-08-11,643.2,,41
Family Mexicana,Marilyna's Pizza,2025-08-11,126.36,,5
Poor Tom's Strawberry Gin Tonica,Gin,2025-08-11,58.26,,3
Family Pepperoni,Marilyna's Pizza,2025-08-11,44.01,,2
Belvedere Vodka,Vodka,2025-08-11,33.32,,3
Family Sanchez,Marilyna's Pizza,2025-08-11,109.63,,4
Johnnie Walker Black,Whisky,2025-08-11,23.64,,2
Family Tandoori Chicken,Marilyna's Pizza,2025-08-11,76.35,,3
Jameson Irish Whiskey,Whisky,2025-08-11,21,,2
Large Paddock,Marilyna's Pizza,2025-08-11,83.64,,4
Monkey Shoulder Scotch [House],Whisky,2025-08-11,18.48,,2
Family Vegetarian,Marilyna's Pizza,2025-08-11,26,,1
Baileys Irish Cream,Liqueurs,2025-08-11,45.45,,5
Regular Margherita,Marilyna's Pizza,2025-08-11,195.42,,14
Neat,Modifiers,2025-08-11,0,,4
Family Margherita,Marilyna's Pizza,2025-08-11,416.2,,18
One Ice Cube,Modifiers,2025-08-11,0,,2
+$3 Premium Spirit,Add-ons - Bar,2025-08-11,27.3,,10
Stow Soda - Passionfruit,Non-alcoholic,2025-08-11,33.96,,4
No Salad,None,2025-08-11,0,,6
Apple Juice Glass,Non-alcoholic,2025-08-11,19.05,,5
No Dipping Sauce,None,2025-08-11,0,,18
Ravensworth Skins Gris - Bottle,Orange / Skins Wine,2025-08-11,73.22,,1
No Onion,None,2025-08-11,0,,11
Year Wines 'Zagara' Orange - Regular,Orange / Skins Wine,2025-08-11,27.52,,2
No Capsicum,None,2025-08-11,0,,5
3 Glasses,Modifiers,2025-08-11,0,,4
No Olives,None,2025-08-11,0,,8
Large BBQ Chicken Pizza,Marilyna's Pizza,2025-08-11,187.92,,9
No Fetta,None,2025-08-11,0,,1
Large Cosmopolitan,Marilyna's Pizza,2025-08-11,83.07,,4
Add Calabrese,Add-ons - Pizza,2025-08-11,5.46,,3
Regular Meatlovers,Marilyna's Pizza,2025-08-11,187.44,,11
Swap Tartar for Aioli,None,2025-08-11,0,,1
Family Meatlovers,Marilyna's Pizza,2025-08-11,25.88,,1
Add Fried Cauliflower,Add-ons - Kitchen,2025-08-11,3.7,,1
Large Pepperoni,Marilyna's Pizza,2025-08-11,477.24,,24
Extra Mozzarella,Add-ons - Pizza,2025-08-11,9.13,,5
Regular Sanchez,Marilyna's Pizza,2025-08-11,18.18,,1
Large Little Italy,Marilyna's Pizza,2025-08-11,311.82,,14
Large Sorrento,Marilyna's Pizza,2025-08-11,151.61,,7
"Large No Chorizo, No Cry",Marilyna's Pizza,2025-08-11,94.03,,4
Gluten-free Sorrento,Marilyna's Pizza,2025-08-11,39.4,,2
Regular Uber Margherita [Dine-in],Dine-in Pizza,2025-08-11,218.84,,12
Regular Super Veg,Marilyna's Pizza,2025-08-11,79.61,,5
Add Garlic,Add-ons - Pizza,2025-08-11,2.73,,3
Large Super Veg,Marilyna's Pizza,2025-08-11,67.01,,3
Family  New Yorker,Marilyna's Pizza,2025-08-11,18.18,,1
Regular Tandoori Chicken,Marilyna's Pizza,2025-08-11,67.52,,4
1/2 Margherita,Marilyna's Pizza,2025-08-11,0,,1
Regular The Deli,Marilyna's Pizza,2025-08-11,32.98,,2
Chicken Burrito D,Delivery Kitchen,2025-08-11,130.01,,6
Brooky Ginger Beer Bottle,Bottles / Cans Alcoholic,2025-08-11,94.43,,7
Large  Hawaiian,Marilyna's Pizza,2025-08-11,18.18,,1
$21 Custom Cocktail,Cocktails - Classic,2025-08-11,82.9,,5
Large   Pepperoni,Marilyna's Pizza,2025-08-11,13.64,,1
Gluten-free [Corn Tortillas],None,2025-08-11,0,,5
Large   Super Veg,Marilyna's Pizza,2025-08-11,27.28,,2
No Bocconcini,None,2025-08-11,0,,1
Deal - BBQ Wings,Marilyna's Pizza,2025-08-11,18.18,,2
Vegan Cheese [Pizza],Add-ons - Pizza,2025-08-11,5.46,,2
Tommy's Margarita,Cocktails - Classic,2025-08-11,90.9,,5
Add Bacon,Add-ons - Pizza,2025-08-11,5.56,,2
Lettuce Cup [Gluten-free alt.],None,2025-08-11,0,,1
Caipirinha,Cocktails - Classic,2025-08-11,20.72,,2
Higher Than Highball,Cocktails - Signature,2025-08-11,235.54,,12
No Burger Sauce,None,2025-08-11,0,,3
Petits Detours Rosé - Large,Rose Wine,2025-08-11,45.85,,2
Dry Ginger Ale [mixer],None,2025-08-11,0,,3
Kuku Sauvignon Blanc - Large,White Wine,2025-08-11,57.93,,3
Regular Little Italy [Dine-in],Dine-in Pizza,2025-08-11,495.94,,24
Version Two Sparkling - Bottle,Sparkling Wine,2025-08-11,44.55,,1
Gluten-free Uber Margherita [Dine-in],Dine-in Pizza,2025-08-11,18.81,,1
Villa Fresco Sangiovese - Bottle,Red Wine,2025-08-11,72.03,,2
Regular Sanchez [Dine-in],Dine-in Pizza,2025-08-11,105.25,,5
Gin Martini,Cocktails - Classic,2025-08-11,138.16,,8
Cauliflower Cheese,Kitchen Specials,2025-08-11,77.54,,17
Old Fashioned,Cocktails - Classic,2025-08-11,133.4,,7
Casa Gheller Prosecco - Glass,Sparkling Wine,2025-08-11,292.99,,20
Bombay Dry [House],Gin,2025-08-11,150.89,,17
Veuve Clicquot Yellow Label - Bottle,Sparkling Wine,2025-08-11,110.94,,1
Buffalo Trace Bourbon [House],Whisky,2025-08-11,49.08,,6
Extra Gravy,Add-ons - Kitchen,2025-08-11,17.98,,11
Fresh is Best Lager - Pint,Tap Beer,2025-08-11,1270.85,,122
Family  Bubba Gump,Marilyna's Pizza,2025-08-11,72.72,,4
Amarretto Sour,Cocktails - Classic,2025-08-11,370.84,,20
1/2 Mexicana,Marilyna's Pizza,2025-08-11,1.82,,1
Oceanside,Cocktails - Signature,2025-08-11,139.66,,9
Kids Nuggets D,Delivery Kitchen,2025-08-11,10,,1
Corn Star,Small Plates,2025-08-11,222.76,,15
Wed - Garlic Bread,Marilyna's Pizza,2025-08-11,0,,1
Jalapeño Edamame,Small Plates,2025-08-11,186.63,,17
Cranberry Juice [mixer],None,2025-08-11,0,,3
Fish Tacos,Small Plates,2025-08-11,749.07,,40
Canadian Club,Whisky,2025-08-11,10,,1
Cauliflower Tacos,Small Plates,2025-08-11,112.82,,6
Tonic [mixer],None,2025-08-11,0,,7
Jalape|os,Add-ons - Kitchen,2025-08-11,2.79,,4
Sibiliana Nero D'Avola - Bottle,Red Wine,2025-08-11,64.07,,1
Cauliflower Burrito,Big Plates,2025-08-11,72.21,,3
Gluten-free Base,Marilyna's Pizza,2025-08-11,5.56,,2
Swap for Sweet Potato Fries,Add-ons - Kitchen,2025-08-11,5.7,,3
Philter Red - Schooner,Tap Beer,2025-08-11,112.7,,11
Tuk Tuk Salad,Salads,2025-08-11,85.42,,4
Hot Choc - 2min microwave,Non-alcoholic,2025-08-11,47.68,,4
Olive,Modifiers,2025-08-11,0,,16
Trutta Streamside Shiraz [Chilled] - Regular,Red Wine,2025-08-11,29.35,,2
Four Pillars Olive Leaf Gin Tonica,Gin,2025-08-11,20.34,,1
Ottelia Chardonnay - Large,White Wine,2025-08-11,137.2,,6
Rooster Rojo Blanco Tequila [House],Tequila,2025-08-11,54.54,,6
Boulevardier,Cocktails - Classic,2025-08-11,38.49,,2
Jug of Water,Modifiers,2025-08-11,0.01,,6
Sailor Jerry [House],Rum,2025-08-11,111.66,,12
Pepsi Glass,Non-alcoholic,2025-08-11,57.56,,15
No Mayo,Modifiers,2025-08-11,0,,4
Sensei Calamari,Small Plates,2025-08-11,541.61,,32
Young Henrys Cider 6-pack D,Delivery Alcohol,2025-08-11,16.36,,1
Classic Margarita,Cocktails - Classic,2025-08-11,2275.06,,147
Holy Guacamole,Small Plates,2025-08-11,638.12,,43
Solo 1.25L,Marilyna's Soft Drinks,2025-08-11,5.45,,1
Puerto Sunset,Cocktails - Signature,2025-08-11,307.71,,16
No Rice,Modifiers,2025-08-11,0,,1
Hill People Oat Cream - Schooner,Tap Beer,2025-08-11,172.07,,13.7
White Light Pure Vodka [House],Vodka,2025-08-11,531.49,,62
Stow Schnitty,Big Plates,2025-08-11,779.47,,37
Fresh is Best Summer Lager - Pint,Tap Beer,2025-08-11,64.15,,6
Patron Silver,Tequila,2025-08-11,84.14,,7
Eggplant Schnitty,Big Plates,2025-08-11,58.71,,3
Trentham Estate Rosé - Regular,Rose Wine,2025-08-11,300.64,,33
Jack Daniels,Whisky,2025-08-11,10,,1
Eggplant Parmy,Big Plates,2025-08-11,95.84,,4
Regular Cosmopolitan,Marilyna's Pizza,2025-08-11,48.72,,3
Soda [mixer],Modifiers,2025-08-11,0,,11
Kids Nuggets & Chips,Kids Meals,2025-08-11,75.2,,8
Family Cosmopolitan,Marilyna's Pizza,2025-08-11,104.23,,4
Vinada Sparkling Rose,Non-alcoholic,2025-08-11,21.82,,2
No Pineapple,Modifiers,2025-08-11,0,,4
Large Southern Lamb,Marilyna's Pizza,2025-08-11,88.19,,4
Fresh Lime Soda,Non-alcoholic,2025-08-11,55.76,,20
Kids Margherita Pizza,Kids Meals,2025-08-11,26,,2
Large Margherita,Marilyna's Pizza,2025-08-11,261.44,,14
Pink Lemonade Glass,Non-alcoholic,2025-08-11,21.14,,5
Jalapeño Marg,Cocktails - Classic,2025-08-11,842.34,,43
Kids Ham & Cheese Pizza,Kids Meals,2025-08-11,47.89,,4
Cranberry Juice Glass,Non-alcoholic,2025-08-11,7.77,,2
Corona,Bottles / Cans Alcoholic,2025-08-11,121.72,,12
No Gravy,None,2025-08-11,0,,2
Fresh is Best Summer Lager - Schooner,Tap Beer,2025-08-11,257.28,,33.7
Glass of Ice on the Side,Modifiers,2025-08-11,0,,4
Add Cherry Tomatoes,Add-ons - Pizza,2025-08-11,1.82,,2
Sigurd GSM Red Blend - Large,Red Wine,2025-08-11,28,,1
Wolf Lane Navy Gin Tonica,Gin,2025-08-11,42.53,,2
Add Pineapple,Add-ons - Pizza,2025-08-11,7.74,,8
Family BBQ Chicken Pizza,Marilyna's Pizza,2025-08-11,51.81,,2
Four Pillars Rare Dry,Gin,2025-08-11,22,,2
Bloody Mary,Cocktails - Classic,2025-08-11,22,,1
Family Bubba Gump,Marilyna's Pizza,2025-08-11,52.72,,2
Patron Reposado,Tequila,2025-08-11,70.92,,6
Family Prawn Hub,Marilyna's Pizza,2025-08-11,27.27,,1
Large Meatlovers,Marilyna's Pizza,2025-08-11,396.82,,18
Virgin Margy,Mocktails,2025-08-11,76.5,,6
Swap Tartar for Tomato Sauce,None,2025-08-11,0,,1
Family Super House Special,Marilyna's Pizza,2025-08-11,212.47,,8
Trade Winds,Mocktails,2025-08-11,29.75,,3
Fever-Tree Light Tonic [mixer],Add-ons - Bar,2025-08-11,1.82,,2
Family The Deli,Marilyna's Pizza,2025-08-11,52.72,,2
Pepsi Max Glass,Non-alcoholic,2025-08-11,118.48,,31
Gluten-free Little Italy,Marilyna's Pizza,2025-08-11,21.82,,1
Regular Paddock,Marilyna's Pizza,2025-08-11,96.61,,6
Dormilona Chenin Blanc - Regular,White Wine,2025-08-11,17.27,,1
"Family No Chorizo, No Cry",Marilyna's Pizza,2025-08-11,53.17,,2
Regular Vegetarian,Marilyna's Pizza,2025-08-11,109.85,,7
Two Tonne Riesling - Regular,White Wine,2025-08-11,80.61,,5
Regular New Yorker [Dine-in],Dine-in Pizza,2025-08-11,197.01,,11
2 Glasses,Modifiers,2025-08-11,0,,11
Gluten-free Bubba Gump,Marilyna's Pizza,2025-08-11,55.17,,3
Nut Roast,Kitchen Specials,2025-08-11,400,,17
Gluten-free Margherita,Marilyna's Pizza,2025-08-11,50.91,,3
Large Hawaiian,Marilyna's Pizza,2025-08-11,344.53,,18
Extra Yorkshire Pudding,Add-ons - Kitchen,2025-08-11,6.06,,3
Chipotle Mayo Dipping Sauce,Add-ons - Kitchen,2025-08-11,3.68,,4
Gluten-free Meatlovers,Marilyna's Pizza,2025-08-11,39.09,,2
Beef Burrito D,Delivery Kitchen,2025-08-11,111.1,,5
No Cabanossi,None,2025-08-11,0,,1
Large Tandoori Chicken,Marilyna's Pizza,2025-08-11,133.94,,6
Beef Burger D,Delivery Kitchen,2025-08-11,148.53,,7
No Mushroom,None,2025-08-11,0,,5
1 Glass,Modifiers,2025-08-11,0,,4
Large  Meatlovers,Marilyna's Pizza,2025-08-11,18.18,,1
Add Capsicum,Add-ons - Pizza,2025-08-11,1.86,,2
Side Gravy,Add-ons - Kitchen,2025-08-11,9.55,,10
Tues - Garlic Bread,Marilyna's Pizza,2025-08-11,0,,4
Add Mushrooms,Add-ons - Pizza,2025-08-11,0,,7
Extra Corn Chips,Add-ons - Kitchen,2025-08-11,7.58,,4
Sensei Calamari D,Delivery Kitchen,2025-08-11,45.05,,3
Add Cabanossi,Add-ons - Pizza,2025-08-11,1.82,,2
Cri De Couer Pinot Noir - Regular,Red Wine,2025-08-11,28,,1
Add Baileys,Add-ons - Bar,2025-08-11,11.04,,3
Mojito,Cocktails - Classic,2025-08-11,51.81,,3
Cri De Couer Pinot Noir - Bottle,Red Wine,2025-08-11,289.09,,3
Swap Fries for Sweet Potato Fries,Add-ons - Kitchen,2025-08-11,27.87,,15
Regular Prawn Hub,Marilyna's Pizza,2025-08-11,86.4,,5
No Corn,None,2025-08-11,0,,1
Flamin' Moe,Cocktails - Signature,2025-08-11,218.87,,10
Large Prawn Hub,Marilyna's Pizza,2025-08-11,22.73,,1
Add Pesto,Add-ons - Pizza,2025-08-11,0.91,,1
Ron Zacapa Old Fash.,Cocktails - Classic,2025-08-11,27.27,,1
Easy Sauce,None,2025-08-11,0,,2
Add Spanish Onion,Add-ons - Pizza,2025-08-11,0.9,,1
Mother's Milk Shiraz - Bottle,Red Wine,2025-08-11,222.75,,4
Vegan Cheese [make it dairy-free],None,2025-08-11,0,,1
Add Anchovies,Add-ons - Pizza,2025-08-11,9.47,,10
Kirin - Pint,Tap Beer,2025-08-11,1036.85,,75
Add Grilled Chicken,Add-ons - Kitchen,2025-08-11,23.61,,5
Add Chicken,Add-ons - Pizza,2025-08-11,9.16,,5
Kuku Sauvignon Blanc - Regular,White Wine,2025-08-11,523.46,,43
Cucumber,None,2025-08-11,0,,2
No Garnish,None,2025-08-11,0,,2
Version Two Sparkling - Regular,Sparkling Wine,2025-08-11,208.52,,24
Family Little Italy,Marilyna's Pizza,2025-08-11,82.24,,3
Make It A Burrito Bowl [gluten-free],None,2025-08-11,0,,20
Negroni,Cocktails - Classic,2025-08-11,393.77,,26
Regular Uber Margherita,Marilyna's Pizza,2025-08-11,30.9,,2
Swap Gravy for BBQ Sauce,None,2025-08-11,0,,1
Fresh is Best Lager - Schooner,Tap Beer,2025-08-11,898.62,,117
Family  Pepperoni,Marilyna's Pizza,2025-08-11,79.08,,3
Make it Vegan [use vegan cheese],None,2025-08-11,0,,3
1/2 House Special,Marilyna's Pizza,2025-08-11,2.86,,2
Add Grilled Fish,Add-ons - Kitchen,2025-08-11,9.72,,2
Large   Margherita,Marilyna's Pizza,2025-08-11,13.64,,1
Add Chilli,Add-ons - Pizza,2025-08-11,4.96,,11
Family   Sanchez,Marilyna's Pizza,2025-08-11,18.18,,1
Regular New Yorker,Marilyna's Pizza,2025-08-11,16.64,,1
Family Half Half,Marilyna's Pizza,2025-08-11,125.68,,6
Regular Truffalo Soldier,Marilyna's Pizza,2025-08-11,34.64,,2
Fries D,Delivery Kitchen,2025-08-11,101.45,,9
Family Uber Margherita,Marilyna's Pizza,2025-08-11,47.67,,2
Pepsi [mixer],None,2025-08-11,0,,6
Regular Roma Special [Dine-in],Dine-in Pizza,2025-08-11,17.56,,1
Add Kahlua Coffee Liqueur,None,2025-08-11,5.45,,1
Lamb Roast,Kitchen Specials,2025-08-11,1789.26,,73
Grey Goose Vodka Martini,Cocktails - Classic,2025-08-11,73.23,,3
Family  Sanchez,Marilyna's Pizza,2025-08-11,36.36,,2
Petits Detours Rosé - Regular,Rose Wine,2025-08-11,375.97,,25
