week_ending,venue,reporting_group,sales_ex_gst,qty
2026-02-08,hg,Desserts,20.0,2.0
2026-02-08,hg,Gin,32.27,4.0
2026-02-08,hg,Harry Gatos Food,3170.15,220.0
2026-02-08,hg,Mocktails,88.18,7.0
2026-02-08,hg,Modifiers,0.0,13.0
2026-02-08,hg,Non-Alcoholic,402.27,86.0
2026-02-08,hg,None,0.0,55.0
2026-02-08,hg,Orange / Skins Wine,13.64,1.0
2026-02-08,hg,Red Wine,294.82,24.0
2026-02-08,hg,Rose Wine,120.91,10.0
2026-02-08,hg,Sake & Soju,148.55,8.0
2026-02-08,hg,Sides,10.91,1.0
2026-02-08,hg,Small Plates,1277.55,99.0
2026-02-08,hg,Sparkling Wine,6.36,1.0
2026-02-08,hg,Staff Dinners,50.0,12.0
2026-02-08,hg,Tap Beer,1216.0,133.0
2026-02-08,hg,Tequila,34.55,3.0
2026-02-08,hg,Vodkas,39.45,6.0
2026-02-08,hg,White Wine,384.55,28.0
2026-02-08,mari,Add-ons - Pizza,229.81,180.0
2026-02-08,mari,Delivery Alcohol,79.82,6.0
2026-02-08,mari,Delivery Cocktails,179.89,4.0
2026-02-08,mari,Dine-in Pizza,2530.66,119.0
2026-02-08,mari,Marilyna's Pizza,9459.43,544.0
2026-02-08,mari,Marilyna's Soft Drinks,158.67,35.0
2026-02-08,stow,Add-ons - Bar,18.94,13.0
2026-02-08,stow,Add-ons - Kitchen,193.14,241.0
2026-02-08,stow,Amaro / Aperitif / Fortified Wine,9.09,1.0
2026-02-08,stow,Big Plates,4460.42,202.0
2026-02-08,stow,Bottles / Cans Alcoholic,371.16,35.0
2026-02-08,stow,Cocktails - Classic,6885.92,428.0
2026-02-08,stow,Cocktails - Signature,1830.08,100.0
2026-02-08,stow,Delivery Kitchen,1517.61,95.0
2026-02-08,stow,Desserts,53.22,5.0
2026-02-08,stow,Functions & Misc.,74.55,1.0
2026-02-08,stow,Gin,652.93,64.0
2026-02-08,stow,Kids Meals,181.11,16.0
2026-02-08,stow,Kitchen Specials,1635.95,75.0
2026-02-08,stow,Mocktails,167.55,13.0
2026-02-08,stow,Modifiers,0.0,158.0
2026-02-08,stow,Non-alcoholic,1114.82,213.0
2026-02-08,stow,None,0.0,222.0
2026-02-08,stow,Orange / Skins Wine,565.68,35.0
2026-02-08,stow,Pet Nat Wine,61.09,4.0
2026-02-08,stow,Red Wine,1891.44,109.0
2026-02-08,stow,Rose Wine,1164.83,85.0
2026-02-08,stow,Rum,222.1,21.0
2026-02-08,stow,Salads,350.93,20.0
2026-02-08,stow,Small Plates,3554.16,246.0
2026-02-08,stow,Sparkling Wine,762.89,50.0
2026-02-08,stow,Staff Dinners,181.36,39.0
2026-02-08,stow,Tap Beer,11070.4,1047.2
2026-02-08,stow,Tequila,81.82,9.0
2026-02-08,stow,Vodka,613.77,68.0
2026-02-08,stow,Whisky,184.83,20.0
2026-02-08,stow,White Wine,3085.16,173.0
2026-02-15,hg,Add-ons - Kitchen,217.58,67.0
2026-02-15,hg,Add-ons - Pizza,0.0,2.0
2026-02-15,hg,Big Plates,5139.05,222.0
2026-02-15,hg,Bottles / Cans Alcoholic,182.27,16.0
2026-02-15,hg,Cocktails - Classic,773.93,49.0
2026-02-15,hg,Cocktails - Signature,905.25,55.0
2026-02-15,hg,Desserts,70.91,7.0
2026-02-15,hg,Gin,60.86,6.0
2026-02-15,hg,Harry Gatos Food,2956.65,218.0
2026-02-15,hg,Kids,7.27,1.0
2026-02-15,hg,Mocktails,140.0,11.0
2026-02-15,hg,Modifiers,0.0,38.0
2026-02-15,hg,Non-Alcoholic,415.83,85.0
2026-02-15,hg,None,0.0,45.0
2026-02-15,hg,Orange / Skins Wine,67.73,2.0
2026-02-15,hg,Red Wine,181.0,11.0
2026-02-15,hg,Rose Wine,180.8,10.0
2026-02-15,hg,Rums,8.18,1.0
2026-02-15,hg,Sake & Soju,60.91,4.0
2026-02-15,hg,Sides,10.91,1.0
2026-02-15,hg,Small Plates,1521.71,118.0
2026-02-15,hg,Sparkling Wine,89.09,6.0
2026-02-15,hg,Staff Dinners,175.45,41.0
2026-02-15,hg,Tap Beer,1869.05,182.7
2026-02-15,hg,Tequila,25.45,2.0
2026-02-15,hg,Vodkas,18.18,2.0
2026-02-15,hg,White Wine,410.0,26.0
2026-02-15,mari,Add-ons - Pizza,215.44,168.0
2026-02-15,mari,Delivery Alcohol,116.36,9.0
2026-02-15,mari,Delivery Cocktails,252.57,8.0
2026-02-15,mari,Dine-in Pizza,3041.86,149.0
2026-02-15,mari,Marilyna's Pizza,9731.22,568.0
2026-02-15,mari,Marilyna's Soft Drinks,136.52,50.0
2026-02-15,stow,Add-ons - Bar,16.33,12.0
2026-02-15,stow,Add-ons - Kitchen,297.72,331.0
2026-02-15,stow,Amaro / Aperitif / Fortified Wine,10.0,3.0
2026-02-15,stow,Big Plates,4436.39,201.0
2026-02-15,stow,Bottles / Cans Alcoholic,883.54,90.0
2026-02-15,stow,Cocktails - Classic,9244.5,557.5
2026-02-15,stow,Cocktails - Signature,2234.04,121.0
2026-02-15,stow,Delivery Kitchen,1623.82,102.0
2026-02-15,stow,Desserts,47.51,7.0
2026-02-15,stow,Functions & Misc.,27.27,1.0
2026-02-15,stow,Gin,727.22,61.7
2026-02-15,stow,Kids Meals,310.38,26.0
2026-02-15,stow,Kitchen Specials,1535.78,71.0
2026-02-15,stow,Liqueurs,65.05,7.0
2026-02-15,stow,Mocktails,232.76,18.0
2026-02-15,stow,Modifiers,0.0,148.0
2026-02-15,stow,Non-alcoholic,1080.1,227.0
2026-02-15,stow,None,0.0,214.0
2026-02-15,stow,Orange / Skins Wine,525.79,34.0
2026-02-15,stow,Pet Nat Wine,44.13,3.0
2026-02-15,stow,Red Wine,1953.3,97.0
2026-02-15,stow,Rose Wine,1274.77,71.0
2026-02-15,stow,Rum,90.55,10.0
2026-02-15,stow,Salads,459.15,25.0
2026-02-15,stow,Small Plates,5058.08,348.0
2026-02-15,stow,Sparkling Wine,1626.97,88.0
2026-02-15,stow,Staff Dinners,152.73,36.0
2026-02-15,stow,Stow Food,39.09,4.0
2026-02-15,stow,Tap Beer,9708.64,939.5
2026-02-15,stow,Tequila,239.87,23.0
2026-02-15,stow,Vodka,673.23,72.0
2026-02-15,stow,Whisky,64.36,4.8
2026-02-15,stow,White Wine,1928.28,127.0
2026-02-22,hg,Add-ons - Kitchen,213.55,130.0
2026-02-22,hg,Add-ons - Pizza,0.27,1.0
2026-02-22,hg,Big Plates,4079.25,198.0
2026-02-22,hg,Bottles / Cans Alcoholic,247.73,25.0
2026-02-22,hg,Cocktails - Classic,328.18,21.0
2026-02-22,hg,Cocktails - Signature,571.64,35.0
2026-02-22,hg,Desserts,18.18,4.0
2026-02-22,hg,Gin,23.09,3.0
2026-02-22,hg,Harry Gatos Food,3028.09,225.0
2026-02-22,hg,Kids,15.41,2.0
2026-02-22,hg,Mocktails,25.45,2.0
2026-02-22,hg,Modifiers,0.0,19.0
2026-02-22,hg,Non-Alcoholic,356.36,84.0
2026-02-22,hg,Non-alcoholic,7.27,2.0
2026-02-22,hg,None,0.0,25.0
2026-02-22,hg,Orange / Skins Wine,55.45,1.0
2026-02-22,hg,Red Wine,123.64,9.0
2026-02-22,hg,Rose Wine,130.0,8.0
2026-02-22,hg,Sake & Soju,122.36,8.0
2026-02-22,hg,Sides,6.55,1.0
2026-02-22,hg,Small Plates,1452.0,115.0
2026-02-22,hg,Sparkling Wine,65.09,6.0
2026-02-22,hg,Staff Dinners,87.05,19.0
2026-02-22,hg,Tap Beer,1054.59,101.7
2026-02-22,hg,Vodkas,9.09,1.0
2026-02-22,hg,White Wine,370.91,22.0
2026-02-22,mari,Add-ons - Pizza,186.86,165.0
2026-02-22,mari,Delivery Alcohol,38.18,5.0
2026-02-22,mari,Delivery Cocktails,23.64,1.0
2026-02-22,mari,Dine-in Pizza,2318.34,116.0
2026-02-22,mari,Marilyna's Pizza,9379.0,545.0
2026-02-22,mari,Marilyna's Soft Drinks,167.92,36.0
2026-02-22,stow,Add-ons - Bar,16.38,14.0
2026-02-22,stow,Add-ons - Kitchen,259.75,280.0
2026-02-22,stow,Big Plates,4865.97,236.0
2026-02-22,stow,Bottles / Cans Alcoholic,581.07,57.0
2026-02-22,stow,Cocktails - Classic,6350.71,376.0
2026-02-22,stow,Cocktails - Signature,1354.86,73.0
2026-02-22,stow,Delivery Kitchen,1358.8,89.0
2026-02-22,stow,Desserts,66.91,6.0
2026-02-22,stow,Functions & Misc.,44.55,1.0
2026-02-22,stow,Gin,584.97,51.0
2026-02-22,stow,Kids Meals,108.37,10.0
2026-02-22,stow,Kitchen Specials,732.61,35.0
2026-02-22,stow,Liqueurs,9.09,8.0
2026-02-22,stow,Mocktails,147.04,11.0
2026-02-22,stow,Modifiers,0.18,117.0
2026-02-22,stow,Non-alcoholic,986.77,206.0
2026-02-22,stow,None,0.0,196.0
2026-02-22,stow,Orange / Skins Wine,338.55,18.0
2026-02-22,stow,Pet Nat Wine,14.79,1.0
2026-02-22,stow,Red Wine,1479.81,95.0
2026-02-22,stow,Rose Wine,1231.74,56.0
2026-02-22,stow,Rum,50.54,5.0
2026-02-22,stow,Salads,347.51,20.0
2026-02-22,stow,Small Plates,3481.67,248.0
2026-02-22,stow,Sparkling Wine,542.53,33.0
2026-02-22,stow,Staff Dinners,104.05,23.0
2026-02-22,stow,Stow Food,12.39,3.0
2026-02-22,stow,Tap Beer,9933.45,971.7
2026-02-22,stow,Tequila,82.02,8.0
2026-02-22,stow,Vodka,384.06,47.0
2026-02-22,stow,Whisky,236.88,22.0
2026-02-22,stow,White Wine,2905.15,155.0
2026-03-01,hg,Add-ons - Kitchen,194.72,70.0
2026-03-01,hg,Big Plates,4688.46,204.0
2026-03-01,hg,Bottles / Cans Alcoholic,216.82,20.0
2026-03-01,hg,Cocktails - Classic,587.59,41.0
2026-03-01,hg,Cocktails - Signature,643.25,37.0
2026-03-01,hg,Desserts,46.36,5.0
2026-03-01,hg,Gin,6.36,1.0
2026-03-01,hg,Harry Gatos Food,3573.96,236.0
2026-03-01,hg,Mocktails,85.45,7.0
2026-03-01,hg,Modifiers,0.0,21.0
2026-03-01,hg,Non-Alcoholic,360.82,75.0
2026-03-01,hg,Non-alcoholic,7.27,2.0
2026-03-01,hg,None,0.0,36.0
2026-03-01,hg,Orange / Skins Wine,40.91,3.0
2026-03-01,hg,Red Wine,366.36,22.0
2026-03-01,hg,Rose Wine,315.45,20.0
2026-03-01,hg,Rums,6.36,1.0
2026-03-01,hg,Sake & Soju,175.73,12.0
2026-03-01,hg,Small Plates,1376.43,99.0
2026-03-01,hg,Sparkling Wine,110.91,4.0
2026-03-01,hg,Staff Dinners,37.27,9.0
2026-03-01,hg,Tap Beer,1407.73,127.7
2026-03-01,hg,Vodkas,10.91,2.0
2026-03-01,hg,White Wine,257.27,17.0
2026-03-01,mari,Add-ons - Pizza,212.82,159.0
2026-03-01,mari,Delivery Alcohol,98.07,6.0
2026-03-01,mari,Delivery Cocktails,71.03,3.0
2026-03-01,mari,Dine-in Pizza,3247.85,156.0
2026-03-01,mari,Marilyna's Pizza,10233.24,588.0
2026-03-01,mari,Marilyna's Soft Drinks,137.99,31.0
2026-03-01,stow,Add-ons - Bar,25.54,12.0
2026-03-01,stow,Add-ons - Kitchen,301.75,356.0
2026-03-01,stow,Amaro / Aperitif / Fortified Wine,8.18,1.0
2026-03-01,stow,Big Plates,4796.49,222.0
2026-03-01,stow,Bottles / Cans Alcoholic,335.02,31.0
2026-03-01,stow,Cocktails - Classic,6990.75,415.0
2026-03-01,stow,Cocktails - Signature,2455.29,131.0
2026-03-01,stow,Delivery Kitchen,1420.57,88.0
2026-03-01,stow,Desserts,66.55,6.0
2026-03-01,stow,Gin,967.86,71.0
2026-03-01,stow,Kids Meals,150.6,12.0
2026-03-01,stow,Kitchen Specials,1238.82,59.0
2026-03-01,stow,Liqueurs,132.0,13.0
2026-03-01,stow,Mocktails,243.61,19.0
2026-03-01,stow,Modifiers,0.19,183.0
2026-03-01,stow,Non-alcoholic,1070.56,205.0
2026-03-01,stow,None,0.0,171.0
2026-03-01,stow,Orange / Skins Wine,470.55,23.0
2026-03-01,stow,Pet Nat Wine,43.64,3.0
2026-03-01,stow,Red Wine,1741.08,104.0
2026-03-01,stow,Rose Wine,1290.24,76.0
2026-03-01,stow,Rum,67.27,7.0
2026-03-01,stow,Salads,341.12,18.0
2026-03-01,stow,Small Plates,4511.2,307.0
2026-03-01,stow,Sparkling Wine,536.75,51.0
2026-03-01,stow,Staff Dinners,96.82,21.0
2026-03-01,stow,Stow Food,56.79,10.0
2026-03-01,stow,Tap Beer,12887.75,1190.9
2026-03-01,stow,Tequila,124.99,16.0
2026-03-01,stow,Vodka,501.67,53.0
2026-03-01,stow,Whisky,289.16,26.0
2026-03-01,stow,White Wine,2291.62,120.0
2026-03-08,hg,Add-ons - Kitchen,173.95,60.0
2026-03-08,hg,Big Plates,3220.68,149.0
2026-03-08,hg,Bottles / Cans Alcoholic,108.18,10.0
2026-03-08,hg,Cocktails - Classic,322.73,19.0
2026-03-08,hg,Cocktails - Signature,361.82,21.0
2026-03-08,hg,Desserts,96.36,8.0
2026-03-08,hg,Gin,55.45,5.0
2026-03-08,hg,Harry Gatos Food,3840.75,254.0
2026-03-08,hg,Mocktails,23.64,2.0
2026-03-08,hg,Modifiers,0.0,11.0
2026-03-08,hg,Non-Alcoholic,286.36,65.0
2026-03-08,hg,Non-alcoholic,3.64,1.0
2026-03-08,hg,None,0.0,46.0
2026-03-08,hg,Orange / Skins Wine,20.45,2.0
2026-03-08,hg,Red Wine,288.18,22.0
2026-03-08,hg,Rose Wine,225.45,11.0
2026-03-08,hg,Rums,40.0,4.0
2026-03-08,hg,Sake & Soju,59.09,2.0
2026-03-08,hg,Small Plates,1151.93,80.0
2026-03-08,hg,Sparkling Wine,43.64,4.0
2026-03-08,hg,Staff Dinners,50.0,11.0
2026-03-08,hg,Tap Beer,916.64,88.5
2026-03-08,hg,Whiskies,40.0,4.0
2026-03-08,hg,White Wine,357.91,24.4
2026-03-08,mari,Add-ons - Pizza,172.41,143.0
2026-03-08,mari,Delivery Alcohol,155.64,13.0
2026-03-08,mari,Delivery Cocktails,23.64,1.0
2026-03-08,mari,Dine-in Pizza,2719.81,126.0
2026-03-08,mari,Marilyna's Pizza,10544.68,598.0
2026-03-08,mari,Marilyna's Soft Drinks,136.38,31.0
2026-03-08,stow,Add-ons - Bar,23.13,10.0
2026-03-08,stow,Add-ons - Kitchen,252.94,315.0
2026-03-08,stow,Amaro / Aperitif / Fortified Wine,43.56,4.0
2026-03-08,stow,Big Plates,3811.97,178.0
2026-03-08,stow,Bottles / Cans Alcoholic,251.34,23.0
2026-03-08,stow,Cocktails - Classic,7398.16,424.0
2026-03-08,stow,Cocktails - Signature,1754.05,96.0
2026-03-08,stow,Delivery Kitchen,1544.85,102.0
2026-03-08,stow,Desserts,112.76,10.0
2026-03-08,stow,Functions & Misc.,10.0,2.0
2026-03-08,stow,Gin,743.73,61.0
2026-03-08,stow,Kids Meals,243.85,21.0
2026-03-08,stow,Kitchen Specials,1469.13,69.0
2026-03-08,stow,Liqueurs,22.0,8.0
2026-03-08,stow,Mocktails,190.83,15.0
2026-03-08,stow,Modifiers,0.0,139.0
2026-03-08,stow,Non-alcoholic,1117.66,219.0
2026-03-08,stow,None,0.0,185.0
2026-03-08,stow,Orange / Skins Wine,199.23,12.0
2026-03-08,stow,Pet Nat Wine,68.81,4.0
2026-03-08,stow,Red Wine,1776.28,97.0
2026-03-08,stow,Rose Wine,1697.18,94.6
2026-03-08,stow,Rum,33.64,3.0
2026-03-08,stow,Salads,308.49,16.7
2026-03-08,stow,Small Plates,4813.98,320.0
2026-03-08,stow,Sparkling Wine,791.4,48.0
2026-03-08,stow,Staff Dinners,74.09,16.0
2026-03-08,stow,Stow Food,32.25,6.0
2026-03-08,stow,Tap Beer,10345.41,894.7
2026-03-08,stow,Tequila,74.0,7.0
2026-03-08,stow,Vodka,494.62,48.0
2026-03-08,stow,Whisky,166.36,13.0
2026-03-08,stow,White Wine,2982.99,188.5
2026-03-15,hg,Add-ons - Kitchen,217.4,57.0
2026-03-15,hg,Add-ons - Pizza,0.0,1.0
2026-03-15,hg,Big Plates,3466.19,153.0
2026-03-15,hg,Bottles / Cans Alcoholic,209.09,19.0
2026-03-15,hg,Cocktails - Classic,251.82,17.0
2026-03-15,hg,Cocktails - Signature,408.18,23.0
2026-03-15,hg,Desserts,199.9,14.0
2026-03-15,hg,Gin,12.73,1.0
2026-03-15,hg,Harry Gatos Food,3917.61,242.0
2026-03-15,hg,Mocktails,23.64,2.0
2026-03-15,hg,Modifiers,0.0,18.0
2026-03-15,hg,Non-Alcoholic,290.45,57.0
2026-03-15,hg,None,0.0,30.0
2026-03-15,hg,Orange / Skins Wine,95.45,7.0
2026-03-15,hg,Red Wine,205.45,13.0
2026-03-15,hg,Rose Wine,253.36,21.0
2026-03-15,hg,Sake & Soju,36.36,4.0
2026-03-15,hg,Sides,10.91,1.0
2026-03-15,hg,Small Plates,1177.26,83.0
2026-03-15,hg,Sparkling Wine,172.73,14.0
2026-03-15,hg,Staff Dinners,22.73,5.0
2026-03-15,hg,Tap Beer,1014.71,100.0
2026-03-15,hg,Tequila,29.09,2.0
2026-03-15,hg,Vodkas,6.36,1.0
2026-03-15,hg,Whiskies,21.82,1.0
2026-03-15,hg,White Wine,461.73,31.0
2026-03-15,mari,Add-ons - Pizza,174.09,134.0
2026-03-15,mari,Delivery Alcohol,109.82,10.0
2026-03-15,mari,Delivery Cocktails,84.29,2.0
2026-03-15,mari,Dine-in Pizza,2535.32,131.0
2026-03-15,mari,Marilyna's Pizza,9718.51,539.0
2026-03-15,mari,Marilyna's Soft Drinks,177.61,39.0
2026-03-15,stow,Add-ons - Bar,8.26,8.0
2026-03-15,stow,Add-ons - Kitchen,269.63,230.0
2026-03-15,stow,Amaro / Aperitif / Fortified Wine,38.18,4.0
2026-03-15,stow,Big Plates,5393.69,227.0
2026-03-15,stow,Bottles / Cans Alcoholic,553.57,56.0
2026-03-15,stow,Cocktails - Classic,8121.86,481.0
2026-03-15,stow,Cocktails - Signature,1958.32,107.0
2026-03-15,stow,Delivery Kitchen,961.58,65.0
2026-03-15,stow,Desserts,22.18,4.0
2026-03-15,stow,Functions & Misc.,2.82,2.0
2026-03-15,stow,Gin,716.81,58.0
2026-03-15,stow,Kids Meals,177.85,15.0
2026-03-15,stow,Kitchen Specials,1153.64,44.0
2026-03-15,stow,Liqueurs,43.64,4.0
2026-03-15,stow,Mocktails,166.66,13.0
2026-03-15,stow,Modifiers,0.0,155.0
2026-03-15,stow,Non-alcoholic,1291.46,253.5
2026-03-15,stow,None,0.47,228.0
2026-03-15,stow,Orange / Skins Wine,551.22,22.0
2026-03-15,stow,Pet Nat Wine,63.03,5.0
2026-03-15,stow,Red Wine,1460.24,91.0
2026-03-15,stow,Rose Wine,1633.5,89.7
2026-03-15,stow,Rum,19.09,2.0
2026-03-15,stow,Salads,477.58,27.0
2026-03-15,stow,Small Plates,3882.92,269.0
2026-03-15,stow,Sparkling Wine,620.89,38.0
2026-03-15,stow,Staff Dinners,96.82,21.0
2026-03-15,stow,Stow Food,17.46,4.0
2026-03-15,stow,Tap Beer,10020.39,939.0
2026-03-15,stow,Tequila,189.09,19.0
2026-03-15,stow,Vodka,921.68,85.0
2026-03-15,stow,Whisky,107.57,11.0
2026-03-15,stow,White Wine,2422.38,145.1
2026-03-22,hg,Add-ons - Kitchen,177.36,68.0
2026-03-22,hg,Big Plates,4205.82,177.0
2026-03-22,hg,Bottles / Cans Alcoholic,333.64,33.0
2026-03-22,hg,Cocktails - Classic,132.73,10.0
2026-03-22,hg,Cocktails - Signature,472.82,27.0
2026-03-22,hg,Desserts,139.09,9.0
2026-03-22,hg,Harry Gatos Food,2480.98,159.0
2026-03-22,hg,Mocktails,36.36,3.0
2026-03-22,hg,Modifiers,0.0,14.5
2026-03-22,hg,Non-Alcoholic,350.91,72.0
2026-03-22,hg,None,0.0,49.0
2026-03-22,hg,Orange / Skins Wine,46.91,3.0
2026-03-22,hg,Red Wine,159.09,22.0
2026-03-22,hg,Rose Wine,149.09,11.0
2026-03-22,hg,Sake & Soju,100.91,6.0
2026-03-22,hg,Sides,10.91,2.0
2026-03-22,hg,Small Plates,1015.91,74.0
2026-03-22,hg,Sparkling Wine,167.27,10.0
2026-03-22,hg,Staff Dinners,22.73,5.0
2026-03-22,hg,Tap Beer,999.09,129.0
2026-03-22,hg,Vodkas,35.45,5.0
2026-03-22,hg,White Wine,371.36,38.0
2026-03-22,mari,Add-ons - Pizza,217.66,128.0
2026-03-22,mari,Delivery Alcohol,61.36,7.0
2026-03-22,mari,Delivery Cocktails,92.98,4.0
2026-03-22,mari,Dine-in Pizza,2756.51,132.0
2026-03-22,mari,Marilyna's Pizza,9685.05,554.0
2026-03-22,mari,Marilyna's Soft Drinks,117.27,54.0
2026-03-22,stow,Add-ons - Bar,35.06,16.0
2026-03-22,stow,Add-ons - Kitchen,285.21,205.0
2026-03-22,stow,Amaro / Aperitif / Fortified Wine,11.82,2.0
2026-03-22,stow,Big Plates,3557.88,153.0
2026-03-22,stow,Bottles / Cans Alcoholic,593.26,59.0
2026-03-22,stow,Cocktails - Classic,9654.2,556.5
2026-03-22,stow,Cocktails - Signature,2462.34,164.0
2026-03-22,stow,Delivery Kitchen,962.68,64.0
2026-03-22,stow,Desserts,67.26,6.0
2026-03-22,stow,Functions & Misc.,2.73,1.0
2026-03-22,stow,Gin,593.86,50.0
2026-03-22,stow,Kids Meals,105.56,9.0
2026-03-22,stow,Kitchen Specials,1174.57,45.0
2026-03-22,stow,Mocktails,67.9,5.0
2026-03-22,stow,Modifiers,0.0,184.0
2026-03-22,stow,Non-alcoholic,993.55,203.5
2026-03-22,stow,None,0.0,210.0
2026-03-22,stow,Orange / Skins Wine,317.9,20.0
2026-03-22,stow,Pet Nat Wine,29.09,2.0
2026-03-22,stow,Red Wine,1686.52,82.0
2026-03-22,stow,Rose Wine,1296.15,83.0
2026-03-22,stow,Rum,82.15,8.0
2026-03-22,stow,Salads,437.84,24.0
2026-03-22,stow,Small Plates,3934.06,265.0
2026-03-22,stow,Sparkling Wine,1039.02,67.0
2026-03-22,stow,Staff Dinners,83.64,18.0
2026-03-22,stow,Stow Food,30.06,4.0
2026-03-22,stow,Tap Beer,10565.57,990.9
2026-03-22,stow,Tequila,149.24,17.0
2026-03-22,stow,Vodka,1035.54,100.0
2026-03-22,stow,Whisky,136.71,13.0
2026-03-22,stow,White Wine,2566.45,164.8
2026-03-29,hg,Add-ons - Kitchen,145.97,56.0
2026-03-29,hg,Big Plates,3945.76,168.0
2026-03-29,hg,Bottles / Cans Alcoholic,166.36,16.0
2026-03-29,hg,Cocktails - Classic,322.73,24.0
2026-03-29,hg,Cocktails - Signature,577.27,38.0
2026-03-29,hg,Desserts,130.0,9.5
2026-03-29,hg,Gin,20.0,2.0
2026-03-29,hg,Harry Gatos Food,2457.37,155.0
2026-03-29,hg,Mocktails,23.64,2.0
2026-03-29,hg,Modifiers,0.0,16.0
2026-03-29,hg,Non-Alcoholic,236.82,42.0
2026-03-29,hg,None,1.88,41.0
2026-03-29,hg,Orange / Skins Wine,13.64,1.0
2026-03-29,hg,Red Wine,241.82,16.0
2026-03-29,hg,Rose Wine,104.55,10.0
2026-03-29,hg,Sake & Soju,80.91,3.0
2026-03-29,hg,Sides,10.91,1.0
2026-03-29,hg,Small Plates,809.19,57.0
2026-03-29,hg,Sparkling Wine,104.55,10.0
2026-03-29,hg,Staff Dinners,18.18,4.0
2026-03-29,hg,Tap Beer,891.82,91.7
2026-03-29,hg,Vodkas,6.36,1.0
2026-03-29,hg,White Wine,304.55,27.0
2026-03-29,mari,Add-ons - Pizza,206.62,116.0
2026-03-29,mari,Delivery Alcohol,30.0,4.0
2026-03-29,mari,Delivery Cocktails,66.65,2.0
2026-03-29,mari,Dine-in Pizza,2235.25,102.0
2026-03-29,mari,Marilyna's Pizza,9259.52,509.0
2026-03-29,mari,Marilyna's Soft Drinks,124.38,31.0
2026-03-29,stow,Add-ons - Bar,15.21,14.0
2026-03-29,stow,Add-ons - Kitchen,218.63,159.0
2026-03-29,stow,Big Plates,3463.2,152.0
2026-03-29,stow,Bottles / Cans Alcoholic,407.57,39.0
2026-03-29,stow,Cocktails - Classic,5283.39,301.0
2026-03-29,stow,Cocktails - Signature,1411.98,78.0
2026-03-29,stow,Delivery Kitchen,1640.22,131.0
2026-03-29,stow,Desserts,35.66,3.0
2026-03-29,stow,Functions & Misc.,0.0,1.0
2026-03-29,stow,Gin,1091.78,84.0
2026-03-29,stow,Kids Meals,122.53,11.0
2026-03-29,stow,Kitchen Specials,1161.43,52.0
2026-03-29,stow,Liqueurs,0.0,4.0
2026-03-29,stow,Mezcal,34.36,3.0
2026-03-29,stow,Mocktails,120.12,10.0
2026-03-29,stow,Modifiers,0.0,118.0
2026-03-29,stow,Non-alcoholic,889.9,155.5
2026-03-29,stow,None,0.45,185.0
2026-03-29,stow,Orange / Skins Wine,137.74,9.0
2026-03-29,stow,Pet Nat Wine,29.57,4.0
2026-03-29,stow,Red Wine,2083.61,121.0
2026-03-29,stow,Rose Wine,1176.65,74.0
2026-03-29,stow,Rum,67.27,8.0
2026-03-29,stow,Salads,359.57,20.0
2026-03-29,stow,Small Plates,3580.19,243.0
2026-03-29,stow,Sparkling Wine,859.65,30.0
2026-03-29,stow,Staff Dinners,9.09,2.0
2026-03-29,stow,Stow Food,15.52,6.0
2026-03-29,stow,Tap Beer,9306.15,886.7
2026-03-29,stow,Vodka,329.47,41.0
2026-03-29,stow,Whisky,124.62,13.0
2026-03-29,stow,White Wine,2099.41,131.7
2026-04-05,hg,Add-ons - Kitchen,169.55,59.0
2026-04-05,hg,Add-ons - Pizza,0.0,1.0
2026-04-05,hg,Big Plates,4552.13,181.0
2026-04-05,hg,Bottles / Cans Alcoholic,285.36,24.0
2026-04-05,hg,Cocktails - Classic,295.23,16.0
2026-04-05,hg,Cocktails - Signature,488.27,29.0
2026-04-05,hg,Desserts,54.36,4.0
2026-04-05,hg,Gin,86.14,8.0
2026-04-05,hg,Harry Gatos Food,3203.08,190.0
2026-04-05,hg,Mocktails,27.18,2.0
2026-04-05,hg,Modifiers,0.0,19.0
2026-04-05,hg,Non-Alcoholic,355.96,69.0
2026-04-05,hg,Non-alcoholic,3.64,1.0
2026-04-05,hg,None,0.0,61.0
2026-04-05,hg,Orange / Skins Wine,154.86,8.0
2026-04-05,hg,Red Wine,281.09,18.0
2026-04-05,hg,Rose Wine,410.45,16.0
2026-04-05,hg,Sake & Soju,60.73,2.0
2026-04-05,hg,Sides,23.45,2.0
2026-04-05,hg,Small Plates,1081.32,71.0
2026-04-05,hg,Sparkling Wine,55.45,2.0
2026-04-05,hg,Staff Dinners,4.55,1.0
2026-04-05,hg,Tap Beer,988.19,83.0
2026-04-05,hg,Vodkas,50.0,5.0
2026-04-05,hg,Whiskies,32.73,3.0
2026-04-05,hg,White Wine,368.0,17.0
2026-04-05,mari,Add-ons - Pizza,253.32,136.0
2026-04-05,mari,Delivery Alcohol,81.52,6.0
2026-04-05,mari,Delivery Cocktails,87.44,2.0
2026-04-05,mari,Dine-in Pizza,2298.14,104.0
2026-04-05,mari,Marilyna's Pizza,9886.15,530.0
2026-04-05,mari,Marilyna's Soft Drinks,154.76,41.0
2026-04-05,stow,Add-ons - Bar,26.76,15.0
2026-04-05,stow,Add-ons - Kitchen,306.5,207.0
2026-04-05,stow,Amaro / Aperitif / Fortified Wine,58.14,5.0
2026-04-05,stow,Big Plates,3924.81,162.0
