week_ending,venue,reporting_group,product_name,sales_ex_gst,qty,cost
2026-01-25,stow,Cocktails - Classic,Aperol Spritz,1628.34,107.0,0.0
2026-01-25,stow,Cocktails - Classic,Cadillac Margarita,27.27,1.0,0.0
2026-01-25,stow,Cocktails - Classic,Caipirinha,36.36,2.0,0.0
2026-01-25,stow,Cocktails - Classic,Classic Margarita,1466.13,99.0,0.0
2026-01-25,stow,Cocktails - Classic,Coconut Margarita,922.38,51.0,0.0
2026-01-25,stow,Cocktails - Classic,Espresso Martini,496.89,28.0,0.0
2026-01-25,stow,Cocktails - Classic,Four Pillars Rare Dry Martini,23.12,1.0,0.0
2026-01-25,stow,Cocktails - Classic,Frozen Marg,424.39,24.0,0.0
2026-01-25,stow,Cocktails - Classic,Gin Martini,36.67,2.0,0.0
2026-01-25,stow,Cocktails - Classic,Hugo Spritz,177.95,9.0,0.0
2026-01-25,stow,Cocktails - Classic,Jalapeño Marg,820.44,48.0,0.0
2026-01-25,stow,Cocktails - Classic,Limoncello Spritz,136.53,7.0,0.0
2026-01-25,stow,Cocktails - Classic,Long Island Iced Tea,20.0,1.0,0.0
2026-01-25,stow,Cocktails - Classic,Lychee Martini,235.32,15.0,0.0
2026-01-25,stow,Cocktails - Classic,Manhattan - Perfect,18.49,1.0,0.0
2026-01-25,stow,Cocktails - Classic,Manhattan - Sweet,5.13,1.0,0.0
2026-01-25,stow,Cocktails - Classic,Mojito,54.54,3.0,0.0
2026-01-25,stow,Cocktails - Classic,Moscow Mule,72.72,4.0,0.0
2026-01-25,stow,Cocktails - Classic,Negroni,571.04,34.0,0.0
2026-01-25,stow,Cocktails - Classic,Old Fashioned,193.81,11.0,0.0
2026-01-25,stow,Cocktails - Classic,Pisco Sour,109.08,6.0,0.0
2026-01-25,stow,Cocktails - Classic,Tommy's Margarita,404.16,23.0,0.0
2026-01-25,stow,Cocktails - Classic,Whisky Sour,27.27,2.0,0.0
2026-01-25,stow,Cocktails - Signature,Bad Bitch Martini,174.09,9.0,0.0
2026-01-25,stow,Cocktails - Signature,Beetle Juice,58.25,3.0,0.0
2026-01-25,stow,Cocktails - Signature,Caffé Crema,24.77,4.0,0.0
2026-01-25,stow,Cocktails - Signature,Carnaval Gypsy,21.27,1.0,0.0
2026-01-25,stow,Cocktails - Signature,Devil Wears Nada,21.0,1.0,0.0
2026-01-25,stow,Cocktails - Signature,Lemon Meringue Martini,182.31,9.0,0.0
2026-01-25,stow,Cocktails - Signature,Oceanside,191.88,10.0,0.0
2026-01-25,stow,Cocktails - Signature,Puerto Sunset,98.04,5.0,0.0
2026-01-25,stow,Cocktails - Signature,Scorched As,504.82,26.0,0.0
2026-01-25,stow,Cocktails - Signature,White Lies Negroni,46.42,3.0,0.0
2026-01-25,stow,Delivery Kitchen,Add Side Salad,8.24,3.0,0.0
2026-01-25,stow,Delivery Kitchen,BBQ Wings D,218.76,15.0,0.0
2026-01-25,stow,Delivery Kitchen,Beef Burger D,45.83,2.0,0.0
2026-01-25,stow,Delivery Kitchen,Beef Burrito D,67.28,3.0,0.0
2026-01-25,stow,Delivery Kitchen,Brownie D,9.09,1.0,0.0
2026-01-25,stow,Delivery Kitchen,Buffalo Wings D,264.59,18.0,0.0
2026-01-25,stow,Delivery Kitchen,Chicken Burger D,45.83,2.0,0.0
2026-01-25,stow,Delivery Kitchen,Chicken Burrito D,136.74,6.0,0.0
2026-01-25,stow,Delivery Kitchen,Chicken Parmy D,73.65,3.0,0.0
2026-01-25,stow,Delivery Kitchen,Chicken Schnitty D,40.34,2.0,0.0
2026-01-25,stow,Delivery Kitchen,Fish Burrito D,23.64,1.0,0.0
2026-01-25,stow,Delivery Kitchen,Fish Tacos D,69.65,4.0,0.0
2026-01-25,stow,Delivery Kitchen,Fizz & Chips D,23.64,1.0,0.0
2026-01-25,stow,Delivery Kitchen,Fries D,92.02,8.0,0.0
2026-01-25,stow,Delivery Kitchen,Kids Nuggets D,39.36,3.0,0.0
2026-01-25,stow,Delivery Kitchen,Rocket Man D,12.95,1.0,0.0
2026-01-25,stow,Delivery Kitchen,Sensei Calamari D,14.81,1.0,0.0
2026-01-25,stow,Delivery Kitchen,Spaghetti Bolognese D,12.73,1.0,0.0
2026-01-25,stow,Delivery Kitchen,Sweet Potato Fries D,50.92,4.0,0.0
2026-01-25,stow,Delivery Kitchen,Tuk Tuk Salad D,34.83,2.0,0.0
2026-01-25,stow,Desserts,Brownie,37.24,4.0,0.0
2026-01-25,stow,Functions & Misc.,Open Price,90.91,1.0,0.0
2026-01-25,stow,Gin,Archie Rose Signature Gin,33.11,3.0,0.0
2026-01-25,stow,Gin,Bombay Dry [House],273.15,33.0,0.0
2026-01-25,stow,Gin,Bombay Sapphire,76.93,7.0,0.0
2026-01-25,stow,Gin,Brookie's Byron Dry Gin Tonica,11.45,0.6,0.0
2026-01-25,stow,Gin,Four Pillars Bloody Shiraz Gin,24.54,2.0,0.0
2026-01-25,stow,Gin,Four Pillars Rare Dry,10.91,1.0,0.0
2026-01-25,stow,Gin,Hendrick's Gin,44.91,4.0,0.0
2026-01-25,stow,Gin,Hendricks Gin Tonica,21.36,1.0,0.0
2026-01-25,stow,Gin,Oyster Shell Gin Tonica,80.0,4.0,0.0
2026-01-25,stow,Gin,Poor Tom's Strawberry Gin Tonica,57.6,3.0,0.0
2026-01-25,stow,Kids Meals,Kids Ham & Cheese Pizza,48.88,4.0,0.0
2026-01-25,stow,Kids Meals,Kids Hawaiian Pizza,25.04,2.0,0.0
2026-01-25,stow,Kids Meals,Kids Icecream,5.08,1.0,0.0
2026-01-25,stow,Kids Meals,Kids Margherita Pizza,36.06,4.0,0.0
2026-01-25,stow,Kids Meals,Kids Nuggets & Chips,60.5,5.0,0.0
2026-01-25,stow,Kids Meals,Kids Spag Bol,58.34,5.0,0.0
2026-01-25,stow,Kitchen Specials,Cauliflower Cheese,10.3,3.0,0.0
2026-01-25,stow,Kitchen Specials,Lamb Roast,40.56,6.0,0.0
2026-01-25,stow,Kitchen Specials,Meat Roast,282.21,12.0,0.0
2026-01-25,stow,Liqueurs,Baileys Irish Cream,18.18,2.0,0.0
2026-01-25,stow,Liqueurs,Frangelico,18.18,2.0,0.0
2026-01-25,stow,Liqueurs,Limoncello,19.8,2.0,0.0
2026-01-25,stow,Mezcal,Lost Explorer Espadín Mezcal,11.09,1.0,0.0
2026-01-25,stow,Mocktails,Seadrift Coast Non-alc G&T,47.69,4.0,0.0
2026-01-25,stow,Mocktails,Sunkissed Spritz,58.45,4.0,0.0
2026-01-25,stow,Mocktails,Trade Winds,81.62,8.0,0.0
2026-01-25,stow,Mocktails,Virgin Margy,86.34,7.0,0.0
2026-01-25,stow,Modifiers,Bry Ol San Pell,0.15,3.0,0.0
2026-01-25,stow,Non-alcoholic,Apple Juice Glass,3.64,1.0,0.0
2026-01-25,stow,Non-alcoholic,Bundaberg Ginger Beer,42.29,10.0,0.0
2026-01-25,stow,Non-alcoholic,Fresh Lime Soda,54.95,20.0,0.0
2026-01-25,stow,Non-alcoholic,Ginger Ale,29.23,8.0,0.0
2026-01-25,stow,Non-alcoholic,Heaps Normal Tin,198.18,21.0,0.0
2026-01-25,stow,Non-alcoholic,"Lemon, Lime & Bitters",112.92,27.0,0.0
2026-01-25,stow,Non-alcoholic,Lemonade Glass,35.55,10.0,0.0
2026-01-25,stow,Non-alcoholic,Orange Juice Glass,3.64,1.0,0.0
2026-01-25,stow,Non-alcoholic,Pepsi Glass,52.05,14.0,0.0
2026-01-25,stow,Non-alcoholic,Pepsi Max Glass,149.15,40.0,0.0
2026-01-25,stow,Non-alcoholic,Peroni 0%,49.22,6.0,0.0
2026-01-25,stow,Non-alcoholic,Pink Lemonade Glass,28.84,7.0,0.0
2026-01-25,stow,Non-alcoholic,Samba Ramba,67.54,6.0,0.0
2026-01-25,stow,Non-alcoholic,San Pellegrino 500ml,89.24,16.0,0.0
2026-01-25,stow,Non-alcoholic,Stow Soda - Passionfruit,26.63,3.0,0.0
2026-01-25,stow,Non-alcoholic,Tonic Glass,3.64,1.0,0.0
2026-01-25,stow,Non-alcoholic,Vinada Sparkling Rose,34.39,3.0,0.0
2026-01-25,stow,None,Make it Gluten-free [gf/vg bun w sweet pot. fries],1.85,1.0,0.0
2026-01-25,stow,Orange / Skins Wine,Dragonfly Grenache,161.62,12.0,0.0
2026-01-25,stow,Orange / Skins Wine,Ravensworth Skins Gris,15.45,1.0,0.0
2026-01-25,stow,Orange / Skins Wine,Sigurd White Blend,113.74,4.0,0.0
2026-01-25,stow,Orange / Skins Wine,Unico Zelo Terra Cotta,93.58,10.0,0.0
2026-01-25,stow,Orange / Skins Wine,Year Wines 'Zagara' Orange,65.59,12.0,0.0
2026-01-25,stow,Pet Nat Wine,Das Juice Pink Pet Nat,43.65,3.0,0.0
2026-01-25,stow,Red Wine,A. Rodda Tempranillo,40.91,2.0,0.0
2026-01-25,stow,Red Wine,Cri De Couer Pinot Noir,111.8,4.0,0.0
2026-01-25,stow,Red Wine,Geppetto Pinot Noir,105.02,7.0,0.0
2026-01-25,stow,Red Wine,Glaetzer Anaperenna Shiraz Cab,50.9,2.0,0.0
2026-01-25,stow,Red Wine,Mother's Milk Shiraz,59.6,8.0,0.0
2026-01-25,stow,Red Wine,Ottelia Cab Sav,312.25,13.0,0.0
2026-01-25,stow,Red Wine,Padrillos Malbec,16.36,1.0,0.0
2026-01-25,stow,Red Wine,Sigurd GSM Red Blend,126.61,8.0,0.0
2026-01-25,stow,Red Wine,Trutta Streamside Shiraz [Chilled],74.95,5.0,0.0
2026-01-25,stow,Red Wine,Trutta Streamside Shiraz [Chilled]- Large,46.25,2.0,0.0
2026-01-25,stow,Red Wine,Villa Fresco Sangiovese,329.09,23.0,0.0
2026-01-25,stow,Rose Wine,Petits Detours Rosé,692.72,43.0,0.0
2026-01-25,stow,Rose Wine,Petits Detours Rosé Mediterranee,489.76,8.0,0.0
2026-01-25,stow,Rose Wine,Trentham Estate Rosé,493.24,26.0,0.0
2026-01-25,stow,Rose Wine,Whispering Angel Rosé,171.91,4.0,0.0
2026-01-25,stow,Rum,Appleton Rum [House],21.0,2.0,0.0
2026-01-25,stow,Rum,Bacardi Blanca [House],30.51,3.0,0.0
2026-01-25,stow,Rum,Flor De Ca|a 4 Extra Seco,13.22,1.0,0.0
2026-01-25,stow,Rum,Kraken Rum,10.91,1.0,0.0
2026-01-25,stow,Rum,Sailor Jerry [House],27.59,3.0,0.0
2026-01-25,stow,Salads,Rocket Man,367.5,22.0,0.0
2026-01-25,stow,Salads,Tuk Tuk Salad,206.44,11.0,0.0
2026-01-25,stow,Small Plates,BBQ Wings,406.42,29.0,0.0
2026-01-25,stow,Small Plates,Bang Bang Cauli,169.89,14.0,0.0
2026-01-25,stow,Small Plates,Buffalo Wings,464.43,33.0,0.0
2026-01-25,stow,Small Plates,Cauliflower Tacos,95.22,5.0,0.0
2026-01-25,stow,Small Plates,Corn Star,185.18,13.0,0.0
2026-01-25,stow,Small Plates,Fish Tacos,960.82,52.0,0.0
2026-01-25,stow,Small Plates,Holy Guacamole,553.61,37.0,0.0
2026-01-25,stow,Small Plates,Jalapeño Edamame,2.95,1.0,0.0
2026-01-25,stow,Small Plates,Rosemary Salted Fries,314.36,28.0,0.0
2026-01-25,stow,Small Plates,Sensei Calamari,446.41,29.0,0.0
2026-01-25,stow,Small Plates,Sweet Potato Fries,308.73,26.0,0.0
2026-01-25,stow,Small Plates,Tofu San Dumplings,81.25,6.0,0.0
2026-01-25,stow,Small Plates,Truffle Fries,116.98,9.0,0.0
2026-01-25,stow,Small Plates,United States of Dumplings,3.93,1.0,0.0
2026-01-25,stow,Sparkling Wine,Casa Gheller Prosecco,506.73,20.0,0.0
2026-01-25,stow,Sparkling Wine,Version Two Sparkling,163.68,17.0,0.0
2026-01-25,stow,Sparkling Wine,Veuve Clicquot Yellow Label,109.09,1.0,0.0
2026-01-25,stow,Staff Dinners,Staff Dinner $5,153.3,34.0,0.0
2026-01-25,stow,Staff Dinners,Staff Pizza $5,37.3,8.0,0.0
2026-01-25,stow,Tap Beer,Crankshaft IPA,347.63,23.5,0.0
2026-01-25,stow,Tap Beer,Fresh is Best Lager,2667.48,294.0,0.0
2026-01-25,stow,Tap Beer,Fresh is Best Summer Lager,900.67,109.5,0.0
2026-01-25,stow,Tap Beer,Grifter Pale,1739.73,177.0,0.0
2026-01-25,stow,Tap Beer,Kirin,1041.08,85.4,0.0
2026-01-25,stow,Tap Beer,Little Dragon,756.35,65.5,0.0
2026-01-25,stow,Tap Beer,Philter XPA,881.23,83.0,0.0
2026-01-25,stow,Tap Beer,Status Quo,560.3,42.0,0.0
2026-01-25,stow,Tap Beer,Stone & Wood,2220.08,186.7,0.0
2026-01-25,stow,Tap Beer,VB TIN & SNAG,13.88,3.0,0.0
2026-01-25,stow,Tequila,Casamigos Reposado Tequila,130.18,8.0,0.0
2026-01-25,stow,Tequila,Herradura Plata,35.46,3.0,0.0
2026-01-25,stow,Tequila,Patron Silver,12.02,1.0,0.0
2026-01-25,stow,Tequila,Rooster Rojo Blanco Tequila [House],105.44,12.0,0.0
2026-01-25,stow,Vodka,Belvedere Vodka,122.06,11.0,0.0
2026-01-25,stow,Vodka,Grey Goose,34.19,3.0,0.0
2026-01-25,stow,Vodka,White Light Pure Vodka [House],583.14,63.0,0.0
2026-01-25,stow,Whisky,Buffalo Trace Bourbon [House],27.27,3.0,0.0
2026-01-25,stow,Whisky,Canadian Club,44.0,4.0,0.0
2026-01-25,stow,Whisky,Fireball,8.99,1.0,0.0
2026-01-25,stow,Whisky,Jameson Irish Whiskey,32.17,3.0,0.0
2026-01-25,stow,Whisky,Johnnie Walker Black,35.46,3.0,0.0
2026-01-25,stow,Whisky,Redbreast 12yr,18.31,1.0,0.0
2026-01-25,stow,White Wine,A. Rodda Chardonnay,128.91,2.0,0.0
2026-01-25,stow,White Wine,Domaine Gueguen Chablis,133.45,2.0,0.0
2026-01-25,stow,White Wine,Dormilona Chenin Blanc,155.94,6.0,0.0
2026-01-25,stow,White Wine,Kuku Sauvignon Blanc,832.91,45.0,0.0
2026-01-25,stow,White Wine,Ottelia Chardonnay,332.78,13.0,0.0
2026-01-25,stow,White Wine,Scout Pinot Gris,387.04,15.0,0.0
2026-01-25,stow,White Wine,Two Tonne Riesling,266.95,12.0,0.0
2026-01-25,stow,White Wine,Version Two Pinot Grigio,441.46,39.0,0.0
2026-01-25,stow,White Wine,Year Wines Fiano,15.45,1.0,0.0
2026-02-01,hg,Add-ons - Kitchen,$2 BBQ Wing,63.05,46.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Add Grilled Chicken,18.45,4.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Add Grilled Fish,9.72,2.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Add Parmesan,1.84,2.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Add Pulled Mushroom,3.7,1.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Add Side Guac,1.02,1.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Add Side Spicy Salsa,1.86,2.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Aioli Dipping Sauce,9.53,83.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Chipotle Mayo Dipping Sauce,3.72,4.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Extra Blue Cheese Dip,8.27,9.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Extra Corn Chips,5.83,2.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Extra Gravy,20.12,11.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Extra Taco,32.24,5.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Extra Veg,18.3,6.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Extra Yorkshire Pudding,22.21,11.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Jalape|os,0.93,1.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Jalapeños on Side,0.93,1.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Queso Dip,5.52,6.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Side Gravy,3.81,4.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Side Guac,1.84,2.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Side Sour Cream,0.93,1.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Side Spicy Salsa,2.76,3.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Swap Fries for Sweet Potato Fries,18.74,10.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Swap for Sweet Potato Fries,9.58,6.0,0.0
2026-02-01,hg,Add-ons - Kitchen,Tomato Dipping Sauce,2.76,38.0,0.0
2026-02-01,hg,Harry Gatos Food,BBQ Pork Buns,44.67,3.0,0.0
2026-02-01,hg,Harry Gatos Food,Duck Spring Rolls,26.0,2.0,0.0
2026-02-01,hg,Harry Gatos Food,Dumplings - Prawn Har Gow [GF],29.78,2.0,0.0
2026-02-01,hg,Harry Gatos Food,Dumplings - Veg Gyoza,24.76,2.0,0.0
2026-02-01,hg,Harry Gatos Food,Edamame,13.0,1.0,0.0
2026-02-01,hg,Harry Gatos Food,Fried Rice,23.39,1.0,0.0
2026-02-01,hg,Harry Gatos Food,Harrys Staff Dinner $5,31.85,7.0,0.0
2026-02-01,hg,Harry Gatos Food,Jasmine Rice,8.25,2.0,0.0
2026-02-01,hg,Harry Gatos Food,Katsu Curry,82.46,3.0,0.0
2026-02-01,hg,Harry Gatos Food,Mie Goreng,93.17,4.0,0.0
2026-02-01,hg,Harry Gatos Food,Mochi Trio,12.76,1.0,0.0
2026-02-01,hg,Harry Gatos Food,Outback Prawn Toast,14.89,1.0,0.0
2026-02-01,hg,Harry Gatos Food,Popcorn Cauliflower,12.76,1.0,0.0
2026-02-01,hg,Harry Gatos Food,Shredded Beef,25.56,1.0,0.0
2026-02-01,hg,Harry Gatos Food,Tofu,8.5,2.0,0.0
2026-02-01,hg,Harry Gatos Food,Unlimited Dumplings,503.34,24.0,0.0
2026-02-01,hg,Harry Gatos Food,Veg Spring Rolls,27.65,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Anchovies,7.48,8.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add BBQ Sauce,0.93,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Bacon,5.64,3.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Basil,1.82,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Bocconcini,1.82,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Calabrese,5.46,3.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Capsicum,3.75,4.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Cherry Tomatoes,1.0,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Chicken,5.52,3.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Chilli,6.56,14.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Eggplant,0.93,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Fetta,1.82,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Garlic,6.41,7.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Garlic Base,1.84,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Ham,3.77,4.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Jalapenos,5.61,6.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Mushrooms,13.0,17.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Olives,9.14,10.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Onion,1.93,4.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Oregano,0.91,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Pepperoni,17.01,9.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Pesto,0.91,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Pineapple,8.52,9.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Prawns,19.97,7.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Prosciutto,3.85,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Pumpkin,1.82,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Rocket,1.86,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Spanish Onion,3.73,4.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Sun-dried Tomatoes,0.91,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Add Tandoori Chicken,2.0,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Chicken,4.18,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Extra Mozzarella,3.89,2.0,0.0
2026-02-01,mari,Add-ons - Pizza,Sour Cream,0.91,1.0,0.0
2026-02-01,mari,Add-ons - Pizza,Vegan Cheese [Pizza],2.73,1.0,0.0
2026-02-01,mari,Delivery Alcohol,Better Beer D,10.9,2.0,0.0
2026-02-01,mari,Delivery Alcohol,Btl Version 2 Pinot Grigio D,22.73,1.0,0.0
2026-02-01,mari,Delivery Alcohol,Kuku Sauvignon Blanc D,24.06,1.0,0.0
2026-02-01,mari,Delivery Alcohol,Peroni D,5.45,1.0,0.0
2026-02-01,mari,Delivery Alcohol,Petits Detours Rosé D,29.61,1.0,0.0
2026-02-01,mari,Delivery Alcohol,Pink Galah Can D,21.93,3.0,0.0
2026-02-01,mari,Delivery Alcohol,VB 6-pack D,12.55,1.0,0.0
2026-02-01,mari,Delivery Alcohol,VB Can D,5.45,1.0,0.0
2026-02-01,mari,Delivery Alcohol,Young Henrys Cider Can D,5.54,1.0,0.0
2026-02-01,mari,Delivery Cocktails,Limoncello Bottle - 250ml,18.18,1.0,0.0
2026-02-01,mari,Delivery Cocktails,Lychee Martini PartyJar (6),36.0,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Gluten-free El Patron [Dine-in],19.09,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Gluten-free Little Italy [Dine-in],25.45,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Gluten-free Uber Margherita [Dine-in],23.64,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular BBQ Chicken Pizza [Dine-in],64.91,3.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Bubba Gump [Dine-in],20.22,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Cosmopolitan [Dine-in],20.22,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular El Patron [Dine-in],202.53,9.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Hail Africa [Dine-in],241.37,10.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Hawaiian [Dine-in],54.54,3.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Jimmy Jury [Dine-in],94.73,5.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Little Italy [Dine-in],539.21,25.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Meatlovers [Dine-in],36.08,2.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular New Yorker [Dine-in],118.66,6.0,0.0
2026-02-01,mari,Dine-in Pizza,"Regular No Chorizo, No Cry [Dine-in]",183.57,9.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Sanchez [Dine-in],243.37,11.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Sorrento [Dine-in],34.25,2.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Super House Special [Dine-in],42.18,2.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular The Paddock [Dine-in],19.45,1.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Truffalo Soldier [Dine-in],101.25,5.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Uber Margherita [Dine-in],240.19,12.0,0.0
2026-02-01,mari,Dine-in Pizza,Regular Vegetarian [Dine-in],35.45,2.0,0.0
2026-02-01,mari,Dine-in Pizza,Under the Bridge Pizza,90.99,4.0,0.0
2026-02-01,mari,Marilyna's Pizza,Axl Rose Pizza,23.12,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Banquet Deal Pizzas,165.55,3.0,0.0
2026-02-01,mari,Marilyna's Pizza,Beef Lasagne,24.09,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Cheesy Garlic Bread,92.74,17.0,0.0
2026-02-01,mari,Marilyna's Pizza,Deal - BBQ Wings,9.09,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Delivery Fee - Curl Curl / Manly / Dee Why,41.0,8.0,0.0
2026-02-01,mari,Marilyna's Pizza,Delivery Fee - Freshwater / Queenscliff,29.84,8.0,0.0
2026-02-01,mari,Marilyna's Pizza,Delivery Fee [Me&U],96.2,26.0,0.0
2026-02-01,mari,Marilyna's Pizza,Feast Deal Pizzas,165.05,4.0,0.0
2026-02-01,mari,Marilyna's Pizza,Fettuccine Boscaiola,22.72,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Garlic Bread,266.72,58.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Base,7.4,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Bubba Gump,48.12,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Hail Africa,24.97,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Meatlovers,68.19,3.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Pepperoni,36.36,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Sanchez VEGAN,24.55,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Sorrento,24.97,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Super House Special,45.46,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Gluten-free Truffalo Soldier,22.73,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large  No Chorizo No Cry,26.36,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large  Sanchez,18.18,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large BBQ Chicken Pizza,168.21,7.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Bubba Gump,116.63,5.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Bubba Gump Wings Deal,27.27,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Cosmopolitan,210.41,11.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Cosmopolitan Wings Deal,27.75,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large El Patron,53.41,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Garlic Cheese Pizza,11.82,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Hail Africa,49.1,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Hawaiian,422.2,25.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Jimmy Jury,201.55,8.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Little Italy,283.13,11.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Little Italy Wings Deal,55.03,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Margherita,482.41,27.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Meatlovers,236.79,13.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large Meatlovers Wings Deal,27.27,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large New Yorker,253.33,10.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large No Chorizo No Cry Wings Deal,27.27,1.0,0.0
2026-02-01,mari,Marilyna's Pizza,Large No Chorizo No Cry.,32.74,2.0,0.0
2026-02-01,mari,Marilyna's Pizza,"Large No Chorizo, No Cry",179.66,7.0,0.0
