Position,Product Number,Product,Quantity,Percent of Quantity,Sale Amount,Percent of Sale Amount,Cost,Percent of Gross Profit
68,,Large Super House Special,3,1,59,1,22.14,62
69,,Chicken Shindig Burger,3,1,66.32,1,14.3,78
70,,Remove Sour Cream,2,0,0,0,0,0
71,,White Light Pure Vodka [House],2,0,18.37,0,3.04,83
72,,Add Garlic,2,0,3,0,0,100
73,,Two Tonne Riesling - Regular,2,0,40.66,1,8.54,79
74,,No Salt,2,0,0,0,0,0
75,,BBQ Wings,2,0,34.9,0,6.28,82
76,,Chicken Burrito,2,0,41.41,1,13.6,67
77,,French Martini,2,0,40,1,7.83,80
78,,Bombay Dry [House],2,0,18,0,4.3,76
79,,Cauliflower Burrito,2,0,57.8,1,10.28,82
80,,Regular Uber Margherita [Dine-in],2,0,47.52,1,6.39,87
81,,Tonic [mixer],2,0,0,0,0,0
82,,Add Anchovies,2,0,4.07,0,0,100
83,,Regular Garlic Cheese Pizza,2,0,18,0,2.78,85
84,,Bundaberg Ginger Beer,2,0,10.33,0,1.91,81
85,,Bombay Sapphire,2,0,28,0,4.82,83
86,,Dark & Stormy,2,0,30.98,0,7.53,76
87,,Cucumber,2,0,0,0,0,0
88,,Year Wines Fiano - Regular,2,0,36,0,8.55,76
89,,Pie,2,0,67.97,1,0,100
90,,Regular Super House Special,2,0,48,1,10.57,78
91,,Flower Child,2,0,44.72,1,5.81,87
92,,Kirin - Pint,2,0,37,0,10.14,73
93,,Add Pesto Base,2,0,3,0,0,100
94,,No Rice,2,0,0,0,0,0
95,,Regular Jimmy Jury [Dine-in],2,0,54.89,1,6.67,88
96,,Add Mushrooms,2,0,3,0,0,100
97,,Beetle Juice,2,0,34.09,0,7.31,79
98,,Swap Fries for Sweet Potato Fries,2,0,4.07,0,0,100
99,,Ottelia Cab Sav - Regular,2,0,34,0,9.22,73
100,,Regular Hail Africa [Dine-in],2,0,55.77,1,5.82,90
101,,Stow Soda - Passionfruit,2,0,18.59,0,0,100
102,,Kids Nuggets D,2,0,28,0,4.49,84
103,,Fresh is Best Summer Lager - Schooner,2,0,15.5,0,3.18,80
104,,Arancini Balls [5pc],2,0,44.52,1,0,100
105,,Fancy Pants Parmy - Mexicali,2,0,70.23,1,0,100
106,,"Regular No Chorizo, No Cry [Dine-in]",2,0,52,1,5.82,89
107,,Fresh Lime Soda,2,0,7,0,0,100
108,,Regular Little Italy [Dine-in],2,0,52.86,1,9.61,82
109,,Geppetto Pinot Noir - Bottle,2,0,120,2,35.35,71
110,,Glass of Ice on the Side,2,0,0,0,0,0
111,,No Anchovies,1,0,0,0,0,0
112,,Regular Tandoori Chicken,1,0,24,0,2.36,90
113,,No Shallots,1,0,0,0,0,0
114,,Add Side Salad,1,0,3,0,0,100
115,,Hahn Super Dry GF,1,0,10.5,0,2.68,74
116,,Regular Hawaiian [Dine-in],1,0,21,0,1.25,94
117,,Regular Jimmy Jury,1,0,23.77,0,3.34,86
118,,Crankshaft IPA - Pint,1,0,17.5,0,3.91,78
119,,Regular El Patron,1,0,23,0,3.64,84
120,,No Pineapple,1,0,0,0,0,0
121,,BBQ Wings [Wings Deal],1,0,0,0,0,0
122,,Side Guac,1,0,1,0,0,100
123,,Large Little Italy,1,0,27,0,8.58,68
124,,Chicken Parmy D,1,0,31,0,0,100
125,,Heaps Normal Tin,1,0,11,0,2.67,76
126,,Geppetto Pinot Noir - Regular,1,0,15,0,3.53,76
127,,Lemonade [mixer],1,0,0,0,0,0
128,,Farmhouse Salad,1,0,25.72,0,0,100
129,,Fries D,1,0,13,0,0,100
130,,Regular Vegetarian,1,0,16,0,2.37,85
131,,Add Bacon,1,0,4.13,0,0,100
132,,Onion Rings,1,0,12.4,0,0,100
133,,Philter XPA - Pint,1,0,15,0,3.09,79
134,,Jalapeños Inside Burrito,1,0,0,0,0,0
135,,Large New Yorker,1,0,0,0,5.01,0
136,,Rocket Man,1,0,7.2,0,3.2,56
137,,Kuku Sauvignon Blanc - Large,1,0,23,0,4.86,79
138,,Regular Meatlovers,1,0,21.7,0,5.19,76
139,,Mother's Milk Shiraz - Bottle,1,0,64,1,16.08,75
140,,Axl Rose Pizza,1,0,26.86,0,0,100
141,,Remove Onion,1,0,0,0,0,0
142,,Tonkotsu,1,0,11.6,0,0,100
143,,Add Spanish Onion,1,0,1.5,0,0,100
144,,Make it Gluten-free [gf/vg bun w sweet pot. fries],1,0,2.07,0,0,100
145,,Eggplant Parmy,1,0,29.95,0,0,100
146,,Swap Gravy for BBQ Sauce,1,0,0,0,0,0
147,,Regular Sanchez VEGAN [Dine-in],1,0,26.85,0,3.02,89
148,,Sprite Can,1,0,4,0,1.47,63
149,,2 Glasses,1,0,0,0,0,0
150,,Dressing on the Side,1,0,0,0,0,0
151,,Status Quo - Pint,1,0,8.75,0,4.11,53
152,,Sweet Potato Fries D,1,0,14,0,2.53,82
153,,Cauliflower Tacos,1,0,20,0,0,100
154,,No Pico de Gallo,1,0,0,0,0,0
155,,Virgin Margy,1,0,13.43,0,0,100
156,,Sensei Calamari D,1,0,21,0,2.31,89
157,,Asahi 3.5%,1,0,0,0,2.47,0
158,,Buffalo Wings D,1,0,16.5,0,3.9,76
159,,Hendrick's Gin,1,0,14.46,0,2.68,81
160,,No Sugar,1,0,0,0,0,0
161,,Fish Burrito,1,0,29.85,0,5.67,81
162,,Outback Prawn Toast,1,0,16,0,0,100
163,,Quiet Riot Negroni,1,0,17,0,4.36,74
164,,Tonic Glass,1,0,4,0,0,100
165,,Regular Margherita [Dine-in],1,0,21,0,1.23,94
166,,Guinness Draught - Schooner,1,0,13.94,0,3.51,75
167,,Side Spicy Salsa,1,0,0,0,0,0
168,,Regular No Chorizo No Cry Solo Combo,1,0,25,0,2.91,88
169,,Tommy's Margarita,1,0,17.55,0,4.92,72
170,,Mother's Milk Shiraz - Large,1,0,25,0,5.36,79
171,,Delivery Fee - Freshwater / Queenscliff,1,0,5,0,0,100
172,,Delivery Fee - Curl Curl / Manly / Dee Why,1,0,6.5,0,0,100
173,,Baked Camembert,1,0,24.9,0,0,100
174,,Large Hawaiian,1,0,0,0,3.26,0
175,,Regular Little Italy,1,0,23,0,4.8,79
176,,Whispering Angel Rosé - Regular,1,0,28.92,0,6.55,77
177,,Chashu Pork Belly,1,0,0,0,0,0
178,,Archie Rose Signature Gin,1,0,13.42,0,2.64,80
179,,Regular Roma Special,1,0,24,0,4.45,81
180,,$45 FEAST,1,0,45,1,0,100
181,,Garlic  Bread.,1,0,0,0,0,0
182,,Add Grilled Chicken,1,0,2,0,0,100
183,,Large El Patron,1,0,31,0,5.85,81
184,,Extra Chashu Pork,1,0,1,0,0,100
185,,Large Vegetarian,1,0,20,0,4.11,79
186,,2x Soft-boiled Eggs,1,0,1.6,0,0,100
187,,Gluten-free [Corn Tortillas],1,0,0,0,0,0
188,,Large Bubba Gump Wings Deal,1,0,30,0,5.8,81
189,,Large Sanchez VEGAN,1,0,27,0,4.22,84
190,,Petits Detours Rosé Mediterranee - Bottle,1,0,64,1,16.5,74
191,,Large Margherita,1,0,20,0,2.3,89
192,,Large Cosmopolitan,1,0,25,0,6.76,73
193,,Extra Gravy,1,0,2.07,0,0.34,84
194,,Side Tomato Sauce,1,0,0,0,0,0
195,,Beef Cheek,1,0,41.21,1,0,100
196,,Add Bocconcini,1,0,3,0,0,100
197,,Philter Red - Schooner,1,0,11.37,0,2.53,78
198,,Regular Hawaiian,1,0,22,0,1.25,94
199,,No Pepperoni,1,0,0,0,0,0
200,,No Jalapeños,1,0,0,0,0,0
201,,Philter Red - Pint,1,0,15,0,3.4,77
202,,Farmhouse Salad D,1,0,21,0,0,100
203,,Trutta Streamside Shiraz [Chilled] - Bottle,1,0,70.28,1,18.7,73
204,,4 Glasses,1,0,0,0,0,0
205,,Open Food,1,0,4,0,0,100
206,,San Pellegrino 500ml,1,0,9.29,0,2.32,75
207,,Lime,1,0,0,0,0,0
208,,Biscoff Espresso,1,0,23.75,0,3.15,87
209,,No Mayo,1,0,0,0,0,0
210,,$5 Stow Soda,1,0,5,0,0,100
211,,Glaetzer Anaperenna Shiraz Cab - Regular,1,0,28,0,7.5,73
212,,No Sliced Tomato,1,0,0,0,0,0
213,,Fill w Ice,1,0,0,0,0,0
